job_id,name,team_id,service_name,region,vcpus,gpu_count,duration_hours,category,started_at,ended_at,workload_type,kgco2e,cost_usd
0ea46c5d,ci_cd-000-1219,eu-frontend,ci_cd,eu-west-1,4,0,0.394,balanced,2025-01-01 21:24:00,2025-01-01 21:47:38.400000,ci_cd,0.002902,0.0725
25fbd7b2,ci_cd-000-9635,eu-frontend,ci_cd,eu-west-1,2,0,0.055,balanced,2025-01-02 02:04:00,2025-01-02 02:07:18.000000,ci_cd,0.000113,0.0051
b959aff9,ci_cd-000-1011,eu-backend,ci_cd,eu-west-1,4,0,0.162,sustainable,2025-01-02 02:07:00,2025-01-02 02:16:43.200000,ci_cd,0.000664,0.0298
1065fd94,ci_cd-000-6584,eu-backend,ci_cd,eu-west-1,2,0,0.03,balanced,2025-01-01 21:17:00,2025-01-01 21:18:48.000000,ci_cd,0.00011,0.0028
bc5d1681,ci_cd-000-6309,eu-frontend,ci_cd,eu-west-1,4,0,0.168,balanced,2025-01-02 00:02:00,2025-01-02 00:12:04.800000,ci_cd,0.001294,0.0309
fe646f2e,ci_cd-000-2463,eu-backend,ci_cd,eu-west-1,4,0,0.301,balanced,2025-01-01 10:45:00,2025-01-01 11:03:03.600000,ci_cd,0.00155,0.0554
8ec2fcb4,ci_cd-000-2306,eu-frontend,ci_cd,eu-west-1,4,0,0.206,balanced,2025-01-01 23:09:00,2025-01-01 23:21:21.600000,ci_cd,0.001583,0.0379
9e5441bc,ci_cd-000-5285,eu-backend,ci_cd,eu-west-1,4,0,0.329,sustainable,2025-01-02 04:22:00,2025-01-02 04:41:44.400000,ci_cd,0.001033,0.0605
565f8d61,ci_cd-000-9061,eu-backend,ci_cd,eu-west-1,2,0,0.032,balanced,2025-01-02 03:55:00,2025-01-02 03:56:55.200000,ci_cd,5.7e-05,0.0029
288ceb65,ci_cd-000-2013,eu-frontend,ci_cd,eu-west-1,2,0,0.293,sustainable,2025-01-02 02:26:00,2025-01-02 02:43:34.800000,ci_cd,0.000601,0.027
e5d79e6a,ci_cd-000-6323,eu-frontend,ci_cd,eu-west-1,8,0,0.132,balanced,2025-01-02 00:30:00,2025-01-02 00:37:55.200000,ci_cd,0.002033,0.0486
95af35ee,ci_cd-000-2794,eu-frontend,ci_cd,eu-west-1,4,0,0.128,sustainable,2025-01-02 03:07:00,2025-01-02 03:14:40.800000,ci_cd,0.000456,0.0236
e91331a3,ci_cd-000-3612,eu-frontend,ci_cd,eu-west-1,4,0,0.275,sustainable,2025-01-02 03:39:00,2025-01-02 03:55:30.000000,ci_cd,0.00098,0.0506
d6b155bf,ci_cd-000-9908,eu-frontend,ci_cd,eu-west-1,4,0,0.13,balanced,2025-01-01 23:35:00,2025-01-01 23:42:48.000000,ci_cd,0.000999,0.0239
1807a747,ci_cd-000-7647,eu-backend,ci_cd,eu-west-1,8,0,0.323,balanced,2025-01-02 00:04:00,2025-01-02 00:23:22.800000,ci_cd,0.004976,0.1189
9f3df590,ci_cd-000-3084,eu-frontend,ci_cd,eu-west-1,2,0,0.432,balanced,2025-01-02 00:45:00,2025-01-02 01:10:55.200000,ci_cd,0.001664,0.0397
e160b66c,ci_cd-000-7485,eu-frontend,ci_cd,eu-west-1,2,0,0.13,balanced,2025-01-02 02:53:00,2025-01-02 03:00:48.000000,ci_cd,0.000267,0.012
0ee35e17,ci_cd-000-9488,eu-backend,ci_cd,eu-west-1,4,0,0.03,balanced,2025-01-01 23:59:00,2025-01-02 00:00:48.000000,ci_cd,0.00023,0.0055
ee629fd5,ci_cd-000-4962,eu-frontend,ci_cd,eu-west-1,2,0,0.036,balanced,2025-01-01 23:49:00,2025-01-01 23:51:09.600000,ci_cd,0.000138,0.0033
7929d93d,ci_cd-000-4262,eu-backend,ci_cd,eu-west-1,4,0,0.202,sustainable,2025-01-02 04:46:00,2025-01-02 04:58:07.200000,ci_cd,0.000634,0.0372
473ec620,ci_cd-000-0472,eu-backend,ci_cd,eu-west-1,8,0,0.325,balanced,2025-01-01 04:06:00,2025-01-01 04:25:30.000000,ci_cd,0.002953,0.1196
214d71ee,ci_cd-000-7530,eu-frontend,ci_cd,eu-west-1,8,0,0.03,balanced,2025-01-02 00:41:00,2025-01-02 00:42:48.000000,ci_cd,0.000462,0.011
5706593c,ci_cd-000-7725,eu-backend,ci_cd,eu-west-1,2,0,0.03,sustainable,2025-01-02 02:50:00,2025-01-02 02:51:48.000000,ci_cd,6.2e-05,0.0028
5e192a2e,ci_cd-000-7510,eu-backend,ci_cd,eu-west-1,4,0,0.03,balanced,2025-01-01 20:38:00,2025-01-01 20:39:48.000000,ci_cd,0.000287,0.0055
e4f1432f,ci_cd-000-7676,eu-frontend,ci_cd,eu-west-1,4,0,0.357,sustainable,2025-01-02 02:51:00,2025-01-02 03:12:25.200000,ci_cd,0.001464,0.0657
4caf99c3,ci_cd-000-3512,eu-frontend,ci_cd,eu-west-1,8,0,0.03,balanced,2025-01-01 22:03:00,2025-01-01 22:04:48.000000,ci_cd,0.000406,0.011
ada21b68,ci_cd-000-4201,eu-backend,ci_cd,eu-west-1,4,0,0.077,sustainable,2025-01-02 03:10:00,2025-01-02 03:14:37.200000,ci_cd,0.000274,0.0142
37486600,ci_cd-000-4684,eu-frontend,ci_cd,eu-west-1,2,0,0.123,balanced,2025-01-01 23:01:00,2025-01-01 23:08:22.800000,ci_cd,0.000472,0.0113
664b0741,ci_cd-000-0807,eu-frontend,ci_cd,eu-west-1,4,0,0.41,balanced,2025-01-02 00:06:00,2025-01-02 00:30:36.000000,ci_cd,0.003158,0.0754
2461812f,ci_cd-000-3854,eu-backend,ci_cd,eu-west-1,2,0,0.03,sustainable,2025-01-02 02:27:00,2025-01-02 02:28:48.000000,ci_cd,6.2e-05,0.0028
ca10d63a,ci_cd-000-2441,eu-frontend,ci_cd,eu-west-1,2,0,0.077,sustainable,2025-01-02 02:49:00,2025-01-02 02:53:37.200000,ci_cd,0.000158,0.0071
c4520ba0,ci_cd-000-8748,eu-frontend,ci_cd,eu-west-1,8,0,0.03,balanced,2025-01-02 02:23:00,2025-01-02 02:24:48.000000,ci_cd,0.000246,0.011
cd38f6e6,ci_cd-000-3455,eu-backend,ci_cd,eu-west-1,8,0,0.317,sustainable,2025-01-02 04:17:00,2025-01-02 04:36:01.200000,ci_cd,0.00199,0.1167
481e0bab,ci_cd-000-4065,eu-backend,ci_cd,eu-west-1,4,0,0.03,sustainable,2025-01-02 05:55:00,2025-01-02 05:56:48.000000,ci_cd,7.6e-05,0.0055
e8c170c1,ci_cd-000-8779,eu-backend,ci_cd,eu-west-1,4,0,0.203,balanced,2025-01-02 01:02:00,2025-01-02 01:14:10.800000,ci_cd,0.001236,0.0374
ed01711e,ci_cd-000-9242,eu-backend,ci_cd,eu-west-1,4,0,0.148,sustainable,2025-01-02 05:41:00,2025-01-02 05:49:52.800000,ci_cd,0.000377,0.0272
3dc9f7be,ci_cd-000-7170,eu-backend,ci_cd,eu-west-1,4,0,0.342,balanced,2025-01-02 00:13:00,2025-01-02 00:33:31.200000,ci_cd,0.002634,0.0629
c66d18d5,ci_cd-000-9189,eu-backend,ci_cd,eu-west-1,4,0,0.279,balanced,2025-01-02 02:26:00,2025-01-02 02:42:44.400000,ci_cd,0.001144,0.0513
7713b5bc,ci_cd-000-5208,eu-frontend,ci_cd,eu-west-1,2,0,0.207,balanced,2025-01-01 23:31:00,2025-01-01 23:43:25.200000,ci_cd,0.000795,0.019
485d9f2e,ci_cd-000-4982,eu-frontend,ci_cd,eu-west-1,4,0,0.167,balanced,2025-01-02 00:56:00,2025-01-02 01:06:01.200000,ci_cd,0.001286,0.0307
a7379847,ci_cd-000-7657,eu-backend,ci_cd,eu-west-1,4,0,0.398,sustainable,2025-01-02 03:02:00,2025-01-02 03:25:52.800000,ci_cd,0.001418,0.0732
7e1367f4,ci_cd-000-9922,eu-backend,ci_cd,eu-west-1,8,0,0.384,balanced,2025-01-01 23:57:00,2025-01-02 00:20:02.400000,ci_cd,0.0059,0.1413
768c6377,ci_cd-000-6806,eu-backend,ci_cd,eu-west-1,4,0,0.594,balanced,2025-01-02 02:24:00,2025-01-02 02:59:38.400000,ci_cd,0.002436,0.1093
4668714e,ci_cd-000-9356,eu-backend,ci_cd,eu-west-1,4,0,0.185,balanced,2025-01-01 21:37:00,2025-01-01 21:48:06.000000,ci_cd,0.001363,0.034
53f7c492,ci_cd-000-7174,eu-frontend,ci_cd,eu-west-1,4,0,0.03,sustainable,2025-01-02 02:21:00,2025-01-02 02:22:48.000000,ci_cd,0.000123,0.0055
8c4c80e4,ci_cd-000-3460,eu-frontend,ci_cd,eu-west-1,2,0,0.415,balanced,2025-01-02 01:10:00,2025-01-02 01:34:54.000000,ci_cd,0.001264,0.0382
3911a511,ci_cd-000-1388,eu-frontend,ci_cd,eu-west-1,4,0,0.03,balanced,2025-01-02 00:05:00,2025-01-02 00:06:48.000000,ci_cd,0.000231,0.0055
110d8da6,ci_cd-000-9510,eu-backend,ci_cd,eu-west-1,8,0,0.229,sustainable,2025-01-02 03:42:00,2025-01-02 03:55:44.400000,ci_cd,0.001632,0.0843
a02588db,ci_cd-000-7461,eu-backend,ci_cd,eu-west-1,2,0,0.284,balanced,2025-01-01 21:01:00,2025-01-01 21:18:02.400000,ci_cd,0.001046,0.0261
2bfa0c4b,ci_cd-000-0449,eu-backend,ci_cd,eu-west-1,4,0,0.146,balanced,2025-01-01 21:18:00,2025-01-01 21:26:45.600000,ci_cd,0.001075,0.0269
6a479ad1,ci_cd-000-6720,eu-backend,ci_cd,eu-west-1,4,0,0.265,balanced,2025-01-02 03:40:00,2025-01-02 03:55:54.000000,ci_cd,0.000944,0.0488
2d5c3761,ci_cd-000-0465,eu-backend,ci_cd,eu-west-1,4,0,0.247,balanced,2025-01-02 02:56:00,2025-01-02 03:10:49.200000,ci_cd,0.001013,0.0454
d91343ae,ci_cd-000-7313,eu-backend,ci_cd,eu-west-1,2,0,0.083,sustainable,2025-01-02 04:22:00,2025-01-02 04:26:58.800000,ci_cd,0.00013,0.0076
2d7d1eda,batch_analytics-000-6121,eu-backend,batch_analytics,eu-west-1,32,0,1.323,sustainable,2025-01-02 03:25:00,2025-01-02 04:44:22.800000,batch_analytics,0.037721,1.9475
445b1aa5,model_training-000-6681,devops,model_training,us-west-2,8,1,3.131,sustainable,2025-01-02 04:23:00,2025-01-02 07:30:51.600000,model_training,0.043444,3.3502
86b7f9f6,dev_test-000-4068,backend-api,dev_test,us-west-2,1,0,4.214,sustainable,2025-01-02 02:02:00,2025-01-02 06:14:50.400000,dev_test,0.000848,0.1686
bb8ebd8f,dev_test-000-7658,devops,dev_test,us-west-2,1,0,2.818,sustainable,2025-01-01 14:35:00,2025-01-01 17:24:05.859773,dev_test,0.00053,0.1127
13996656,dev_test-000-6950,mobile,dev_test,us-west-2,4,0,5.612,sustainable,2025-01-02 04:19:00,2025-01-02 09:55:43.200000,dev_test,0.004581,0.8979
bfafca10,dev_test-000-6661,frontend,dev_test,us-west-2,4,0,4.147,sustainable,2025-01-02 03:07:00,2025-01-02 07:15:49.200000,dev_test,0.003339,0.6635
68e3259b,dev_test-000-9043,eu-frontend,dev_test,eu-west-1,2,0,2.375,sustainable,2025-01-02 02:46:00,2025-01-02 05:08:30.000000,dev_test,0.00487,0.2185
0b60cc8a,dev_test-000-4278,eu-backend,dev_test,us-west-2,4,0,7.165,sustainable,2025-01-02 02:14:00,2025-01-02 09:23:54.000000,dev_test,0.005769,1.1464
703236fa,dev_test-000-0302,mobile,dev_test,us-west-2,2,0,1.372,sustainable,2025-01-02 03:49:00,2025-01-02 05:11:19.200000,dev_test,0.000552,0.1098
2b016a9f,dev_test-000-2163,eu-backend,dev_test,eu-west-1,1,0,0.5,sustainable,2025-01-02 03:09:00,2025-01-02 03:39:00.000000,dev_test,0.000446,0.023
ca9ccea9,dev_test-000-2379,eu-backend,dev_test,eu-west-1,1,0,6.71,sustainable,2025-01-02 02:16:00,2025-01-02 08:58:36.000000,dev_test,0.006879,0.3087
ab9c1e8d,dev_test-000-3121,backend-api,dev_test,us-west-2,2,0,5.771,sustainable,2025-01-02 03:18:00,2025-01-02 09:04:15.600000,dev_test,0.002323,0.4617
2888fc57,dev_test-000-2265,eu-backend,dev_test,eu-west-1,1,0,5.138,sustainable,2025-01-02 04:45:00,2025-01-02 09:53:16.800000,dev_test,0.004033,0.2363
dce1b705,dev_test-000-9506,eu-backend,dev_test,us-west-2,4,0,7.575,sustainable,2025-01-02 02:55:00,2025-01-02 10:29:30.000000,dev_test,0.006099,1.212
c16fd3e7,dev_test-000-0058,mobile,dev_test,us-west-2,2,0,1.557,sustainable,2025-01-02 03:03:00,2025-01-02 04:36:25.200000,dev_test,0.000627,0.1246
4e78918f,dev_test-000-1782,mobile,dev_test,us-west-2,1,0,9.063,sustainable,2025-01-02 04:10:00,2025-01-02 13:13:46.800000,dev_test,0.001849,0.3625
ade7d55f,dev_test-000-8805,platform,dev_test,us-west-2,2,0,9.771,sustainable,2025-01-02 02:46:00,2025-01-02 12:32:15.600000,dev_test,0.003934,0.7817
c3150886,dev_test-000-2371,backend-api,dev_test,us-west-2,4,0,4.016,sustainable,2025-01-02 02:53:00,2025-01-02 06:53:57.600000,dev_test,0.003234,0.6426
46466233,dev_test-000-8748,backend-api,dev_test,us-west-2,1,0,3.248,sustainable,2025-01-02 02:20:00,2025-01-02 05:34:52.800000,dev_test,0.000654,0.1299
6081bb32,dev_test-000-1760,frontend,dev_test,us-west-2,1,0,8.813,sustainable,2025-01-02 02:37:00,2025-01-02 11:25:46.800000,dev_test,0.001774,0.3525
6c44f179,dev_test-000-9545,eu-backend,dev_test,us-west-2,2,0,7.565,sustainable,2025-01-01 10:07:00,2025-01-01 17:40:54.034614,dev_test,0.001581,0.6052
35feb7d4,dev_test-000-8396,eu-backend,dev_test,eu-west-1,1,0,7.467,sustainable,2025-01-02 02:24:00,2025-01-02 09:52:01.200000,dev_test,0.007655,0.3435
aff6a3f8,dev_test-000-6703,platform,dev_test,us-west-2,4,0,10.0,sustainable,2025-01-01 14:20:00,2025-01-02 00:20:00.000000,dev_test,0.007524,1.6
19a30347,dev_test-000-5316,platform,dev_test,us-west-2,4,0,2.565,sustainable,2025-01-02 04:58:00,2025-01-02 07:31:54.000000,dev_test,0.002094,0.4104
d77006ae,dev_test-000-0575,mobile,dev_test,us-west-2,2,0,5.906,sustainable,2025-01-02 01:04:00,2025-01-02 06:58:21.600000,dev_test,0.002495,0.4725
0a49d41e,dev_test-000-2868,mobile,dev_test,us-west-2,2,0,8.251,sustainable,2025-01-02 03:47:00,2025-01-02 12:02:03.600000,dev_test,0.003322,0.6601
82013b41,dev_test-000-0103,mobile,dev_test,us-west-2,2,0,5.057,sustainable,2025-01-02 02:55:00,2025-01-02 07:58:25.200000,dev_test,0.002036,0.4046
8e566078,dev_test-000-7839,backend-api,dev_test,us-west-2,2,0,7.913,sustainable,2025-01-02 04:37:00,2025-01-02 12:31:46.800000,dev_test,0.003229,0.633
1c33705e,dev_test-000-2887,frontend,dev_test,us-west-2,4,0,6.547,sustainable,2025-01-01 14:22:00,2025-01-01 20:54:47.751964,dev_test,0.004926,1.0475
6ae72d70,dev_test-000-4185,platform,dev_test,us-west-2,2,0,3.888,sustainable,2025-01-02 03:44:00,2025-01-02 07:37:16.800000,dev_test,0.001565,0.311
f79c5997,dev_test-000-2571,eu-frontend,dev_test,eu-west-1,2,0,0.536,sustainable,2025-01-02 03:56:00,2025-01-02 04:28:09.600000,dev_test,0.000955,0.0493
fa236431,dev_test-000-7544,backend-api,dev_test,us-west-2,4,0,6.962,sustainable,2025-01-02 01:17:00,2025-01-02 08:14:43.200000,dev_test,0.005881,1.1139
5eee635b,dev_test-000-1238,eu-frontend,dev_test,eu-west-1,4,0,1.68,sustainable,2025-01-02 05:10:00,2025-01-02 06:50:48.000000,dev_test,0.004276,0.3091
2a17d71c,dev_test-000-0632,eu-backend,dev_test,us-west-2,2,0,6.594,sustainable,2025-01-01 05:50:00,2025-01-01 12:25:37.447274,dev_test,0.001081,0.5275
52aa8488,dev_test-000-1041,frontend,dev_test,us-west-2,4,0,8.506,sustainable,2025-01-02 03:38:00,2025-01-02 12:08:21.600000,dev_test,0.006849,1.361
85b70d63,dev_test-000-6808,eu-frontend,dev_test,us-west-2,1,0,9.069,sustainable,2025-01-02 01:08:00,2025-01-02 10:12:08.400000,dev_test,0.001915,0.3628
b8b22b64,dev_test-000-9140,backend-api,dev_test,us-west-2,2,0,3.351,sustainable,2025-01-02 02:03:00,2025-01-02 05:24:03.600000,dev_test,0.001349,0.2681
bfa0d87a,dev_test-000-0367,backend-api,dev_test,us-west-2,2,0,4.095,sustainable,2025-01-02 02:13:00,2025-01-02 06:18:42.000000,dev_test,0.001649,0.3276
e0b43b59,dev_test-000-3515,devops,dev_test,us-west-2,4,0,3.974,sustainable,2025-01-02 02:38:00,2025-01-02 06:36:26.400000,dev_test,0.0032,0.6358
ef11593c,dev_test-000-2234,platform,dev_test,us-west-2,2,0,2.765,sustainable,2025-01-02 04:19:00,2025-01-02 07:04:54.000000,dev_test,0.001128,0.2212
7b9b4e9c,dev_test-000-8792,eu-backend,dev_test,us-west-2,4,0,6.331,sustainable,2025-01-02 03:48:00,2025-01-02 10:07:51.600000,dev_test,0.005098,1.013
d4eacf00,dev_test-000-1324,platform,dev_test,us-west-2,2,0,4.022,sustainable,2025-01-02 03:20:00,2025-01-02 07:21:19.200000,dev_test,0.001619,0.3218
82677585,dev_test-000-5087,devops,dev_test,us-west-2,2,0,2.334,sustainable,2025-01-02 01:36:00,2025-01-02 03:56:02.400000,dev_test,0.000986,0.1867
fba535f2,dev_test-000-3002,frontend,dev_test,us-west-2,2,0,2.861,sustainable,2025-01-02 04:14:00,2025-01-02 07:05:39.600000,dev_test,0.001168,0.2289
02a69d57,dev_test-000-5253,eu-backend,dev_test,us-west-2,2,0,5.977,sustainable,2025-01-01 13:20:00,2025-01-01 19:18:36.234312,dev_test,0.001736,0.4782
568f6c28,dev_test-000-5494,platform,dev_test,us-west-2,4,0,3.164,sustainable,2025-01-02 02:37:00,2025-01-02 05:46:50.400000,dev_test,0.002548,0.5062
3bd157b9,dev_test-000-5544,frontend,dev_test,us-west-2,2,0,4.454,sustainable,2025-01-02 04:26:00,2025-01-02 08:53:14.400000,dev_test,0.001818,0.3563
ea0bbd31,dev_test-000-6073,frontend,dev_test,us-west-2,2,0,5.751,sustainable,2025-01-02 04:32:00,2025-01-02 10:17:03.600000,dev_test,0.002347,0.4601
7683cd5a,dev_test-000-0275,eu-backend,dev_test,us-west-2,1,0,10.0,sustainable,2025-01-02 01:31:00,2025-01-02 11:31:00.000000,dev_test,0.002112,0.4
53c75fad,dev_test-000-8688,backend-api,dev_test,us-west-2,2,0,3.832,sustainable,2025-01-02 04:47:00,2025-01-02 08:36:55.200000,dev_test,0.001564,0.3066
3332a82d,ci_cd-001-0372,eu-backend,ci_cd,eu-west-1,2,0,0.353,sustainable,2025-01-03 07:25:00,2025-01-03 07:46:10.800000,ci_cd,0.000579,0.0325
9dd0a04d,ci_cd-001-0746,eu-backend,ci_cd,eu-west-1,2,0,0.134,balanced,2025-01-03 00:11:00,2025-01-03 00:19:02.400000,ci_cd,0.000468,0.0123
470ec3e6,ci_cd-001-5559,eu-frontend,ci_cd,eu-west-1,2,0,0.03,sustainable,2025-01-03 07:02:00,2025-01-03 07:03:48.000000,ci_cd,4.9e-05,0.0028
519219d6,ci_cd-001-9427,platform,ci_cd,us-east-1,4,0,0.378,balanced,2025-01-02 05:53:00,2025-01-02 06:15:40.800000,ci_cd,0.002531,0.0605
9e6d51f5,ci_cd-001-5426,eu-frontend,ci_cd,eu-west-1,4,0,0.376,sustainable,2025-01-03 04:32:00,2025-01-03 04:54:33.600000,ci_cd,0.001516,0.0692
e66736b0,ci_cd-001-5968,eu-backend,ci_cd,eu-west-1,4,0,0.423,balanced,2025-01-02 04:54:00,2025-01-02 05:19:22.800000,ci_cd,0.001328,0.0778
66db9ad2,ci_cd-001-5910,eu-frontend,ci_cd,eu-west-1,4,0,0.165,balanced,2025-01-02 05:15:00,2025-01-02 05:24:54.000000,ci_cd,0.00042,0.0304
f0edc3ec,ci_cd-001-4758,eu-backend,ci_cd,eu-west-1,4,0,0.296,balanced,2025-01-03 00:21:00,2025-01-03 00:38:45.600000,ci_cd,0.002068,0.0545
57481384,ci_cd-001-3795,eu-frontend,ci_cd,eu-west-1,4,0,0.23,sustainable,2025-01-03 07:50:00,2025-01-03 08:03:48.000000,ci_cd,0.000755,0.0423
ea8ca9cd,ci_cd-001-3913,eu-frontend,ci_cd,eu-west-1,4,0,0.03,sustainable,2025-01-03 07:31:00,2025-01-03 07:32:48.000000,ci_cd,9.8e-05,0.0055
ab660146,ci_cd-001-0948,eu-frontend,ci_cd,eu-west-1,4,0,0.363,balanced,2025-01-02 23:24:00,2025-01-02 23:45:46.800000,ci_cd,0.00206,0.0668
1f65b5d9,ci_cd-001-5142,eu-backend,ci_cd,eu-west-1,4,0,0.03,balanced,2025-01-02 21:34:00,2025-01-02 21:35:48.000000,ci_cd,0.000218,0.0055
550fe2b3,ci_cd-001-6581,eu-backend,ci_cd,eu-west-1,2,0,0.206,balanced,2025-01-02 21:37:00,2025-01-02 21:49:21.600000,ci_cd,0.00075,0.019
714621ea,ci_cd-001-1773,eu-backend,ci_cd,eu-west-1,4,0,0.072,balanced,2025-01-02 21:20:00,2025-01-02 21:24:19.200000,ci_cd,0.000524,0.0132
55ab796f,ci_cd-001-0489,eu-backend,ci_cd,eu-west-1,4,0,0.363,balanced,2025-01-03 01:57:00,2025-01-03 02:18:46.800000,ci_cd,0.002269,0.0668
3e188812,ci_cd-001-2878,eu-backend,ci_cd,eu-west-1,8,0,0.147,sustainable,2025-01-03 06:00:00,2025-01-03 06:08:49.200000,ci_cd,0.001186,0.0541
81fdaedb,ci_cd-001-4244,eu-frontend,ci_cd,eu-west-1,2,0,0.283,balanced,2025-01-03 01:55:00,2025-01-03 02:11:58.800000,ci_cd,0.000884,0.026
ca4fdb53,ci_cd-001-6369,frontend,ci_cd,us-east-1,4,0,0.172,balanced,2025-01-02 05:23:00,2025-01-02 05:33:19.200000,ci_cd,0.001151,0.0275
04071da5,ci_cd-001-5593,eu-frontend,ci_cd,eu-west-1,2,0,0.257,balanced,2025-01-03 02:59:00,2025-01-03 03:14:25.200000,ci_cd,0.000623,0.0236
ddd9a9d2,ci_cd-001-5454,eu-backend,ci_cd,eu-west-1,8,0,0.03,sustainable,2025-01-03 06:24:00,2025-01-03 06:25:48.000000,ci_cd,0.000242,0.011
270e07f8,ci_cd-001-1259,eu-backend,ci_cd,eu-west-1,8,0,0.11,balanced,2025-01-02 21:46:00,2025-01-02 21:52:36.000000,ci_cd,0.001602,0.0405
1465fba8,ci_cd-001-8002,eu-backend,ci_cd,eu-west-1,2,0,0.279,balanced,2025-01-03 01:01:00,2025-01-03 01:17:44.400000,ci_cd,0.000872,0.0257
48886c6f,ci_cd-001-1139,eu-frontend,ci_cd,eu-west-1,8,0,0.25,balanced,2025-01-03 01:02:00,2025-01-03 01:17:00.000000,ci_cd,0.003125,0.092
6e5782e4,ci_cd-001-3279,eu-frontend,ci_cd,eu-west-1,2,0,0.22,balanced,2025-01-03 00:20:00,2025-01-03 00:33:12.000000,ci_cd,0.000768,0.0202
25454546,ci_cd-001-1196,eu-backend,ci_cd,eu-west-1,4,0,0.03,balanced,2025-01-03 03:51:00,2025-01-03 03:52:48.000000,ci_cd,0.000151,0.0055
d018d005,ci_cd-001-8822,mobile,ci_cd,us-east-1,4,0,0.175,balanced,2025-01-02 05:27:00,2025-01-02 05:37:30.000000,ci_cd,0.001172,0.028
26b339c8,ci_cd-001-2999,eu-frontend,ci_cd,eu-west-1,4,0,0.03,balanced,2025-01-02 23:28:00,2025-01-02 23:29:48.000000,ci_cd,0.00017,0.0055
bbb2a93f,ci_cd-001-0354,backend-api,ci_cd,us-east-1,4,0,0.207,balanced,2025-01-02 05:36:00,2025-01-02 05:48:25.200000,ci_cd,0.001386,0.0331
711a5cbe,ci_cd-001-1887,eu-frontend,ci_cd,eu-west-1,4,0,0.322,sustainable,2025-01-03 07:05:00,2025-01-03 07:24:19.200000,ci_cd,0.001057,0.0592
eba70129,ci_cd-001-3982,eu-frontend,ci_cd,eu-west-1,4,0,0.03,sustainable,2025-01-03 06:27:00,2025-01-03 06:28:48.000000,ci_cd,0.000121,0.0055
8551684a,ci_cd-001-4781,eu-backend,ci_cd,eu-west-1,2,0,0.03,balanced,2025-01-03 02:29:00,2025-01-03 02:30:48.000000,ci_cd,7.3e-05,0.0028
03311f7d,ci_cd-001-2529,backend-api,ci_cd,us-east-1,4,0,0.377,balanced,2025-01-02 05:45:00,2025-01-02 06:07:37.200000,ci_cd,0.002524,0.0603
fefbbb75,ci_cd-001-6566,eu-backend,ci_cd,eu-west-1,4,0,0.271,balanced,2025-01-02 21:22:00,2025-01-02 21:38:15.600000,ci_cd,0.001973,0.0499
b5134701,ci_cd-001-3996,eu-backend,ci_cd,eu-west-1,4,0,0.173,balanced,2025-01-02 21:00:00,2025-01-02 21:10:22.800000,ci_cd,0.001259,0.0318
