execution_id,recommendation_id,job_id,action_taken,old_region,new_region,execution_status,mock_ticket_id,mock_pr_url,executed_at
1963acdc,f6914d1b,7e1367f4,time_shift,eu-west-1,eu-west-1,success,SUST-2515,https://github.com/org/infra/pull/515,2026-04-09 22:20:33.161287
d3b378a9,b6c31376,768c6377,time_shift,eu-west-1,eu-west-1,success,SUST-1969,https://github.com/org/infra/pull/969,2026-04-09 22:20:33.161356
5c180dac,a3cd6780,4668714e,time_shift,eu-west-1,eu-west-1,success,SUST-2257,https://github.com/org/infra/pull/257,2026-04-09 22:20:33.161424
9523acba,74550abc,53f7c492,time_shift,eu-west-1,eu-west-1,success,SUST-8168,https://github.com/org/infra/pull/168,2026-04-09 22:20:33.161502
7837eb95,9ccb41b2,8c4c80e4,time_shift,eu-west-1,eu-west-1,success,SUST-1561,https://github.com/org/infra/pull/561,2026-04-09 22:20:33.161575
306e93c7,ff929cb1,3911a511,time_shift,eu-west-1,eu-west-1,success,SUST-0067,https://github.com/org/infra/pull/67,2026-04-09 22:20:33.161647
99618bd5,bd17b483,110d8da6,time_shift,eu-west-1,eu-west-1,success,SUST-2993,https://github.com/org/infra/pull/993,2026-04-09 22:20:33.161716
3e1a4c21,1e604da3,a02588db,time_shift,eu-west-1,eu-west-1,success,SUST-2197,https://github.com/org/infra/pull/197,2026-04-09 22:20:33.161790
bb088376,e598b67b,2bfa0c4b,time_shift,eu-west-1,eu-west-1,success,SUST-6433,https://github.com/org/infra/pull/433,2026-04-09 22:20:33.161861
63a59200,13a56382,6a479ad1,time_shift,eu-west-1,eu-west-1,success,SUST-8900,https://github.com/org/infra/pull/900,2026-04-09 22:20:33.161931
ba743257,17ed230a,2d5c3761,time_shift,eu-west-1,eu-west-1,success,SUST-9042,https://github.com/org/infra/pull/42,2026-04-09 22:20:33.162001
8ec9552d,83d200ab,d91343ae,time_shift,eu-west-1,eu-west-1,success,SUST-9825,https://github.com/org/infra/pull/825,2026-04-09 22:20:33.162084
9f25ce28,4a611e5f,2d7d1eda,time_shift,eu-west-1,eu-west-1,success,SUST-0235,https://github.com/org/infra/pull/235,2026-04-09 22:20:33.162162
41d87922,52faf500,445b1aa5,region_shift+time_shift,us-east-1,us-west-2,success,SUST-8747,https://github.com/org/infra/pull/747,2026-04-09 22:20:33.162235
97b7e756,9aa32b59,86b7f9f6,region_shift+time_shift,us-east-1,us-west-2,success,SUST-8325,https://github.com/org/infra/pull/325,2026-04-09 22:20:33.162306
c9779652,4c2ab92f,bb8ebd8f,region_shift,us-east-1,us-west-2,success,SUST-0169,https://github.com/org/infra/pull/169,2026-04-09 22:20:33.162376
3ab6b248,5a9a84fa,13996656,region_shift+time_shift,us-east-1,us-west-2,success,SUST-0727,https://github.com/org/infra/pull/727,2026-04-09 22:20:33.162444
649eaba6,863c84ea,bfafca10,region_shift+time_shift,us-east-1,us-west-2,success,SUST-9184,https://github.com/org/infra/pull/184,2026-04-09 22:20:33.162515
5e6e34e9,0c4b5f4a,68e3259b,time_shift,eu-west-1,eu-west-1,success,SUST-7897,https://github.com/org/infra/pull/897,2026-04-09 22:20:33.162584
3ff3b1a9,f618fb0d,0b60cc8a,region_shift+time_shift,eu-west-1,us-west-2,success,SUST-7449,https://github.com/org/infra/pull/449,2026-04-09 22:20:33.162663
890aba96,a7c0c62b,703236fa,region_shift+time_shift,us-east-1,us-west-2,success,SUST-2321,https://github.com/org/infra/pull/321,2026-04-09 22:20:33.162736
5cdfa240,de82a074,2b016a9f,time_shift,eu-west-1,eu-west-1,success,SUST-1249,https://github.com/org/infra/pull/249,2026-04-09 22:20:33.162810
b5b369b0,f94dad3f,ca9ccea9,time_shift,eu-west-1,eu-west-1,success,SUST-9831,https://github.com/org/infra/pull/831,2026-04-09 22:20:33.162879
b4fef180,34075165,ab9c1e8d,region_shift+time_shift,us-east-1,us-west-2,success,SUST-5059,https://github.com/org/infra/pull/59,2026-04-09 22:20:33.162950
c471cea2,9ae4b906,2888fc57,time_shift,eu-west-1,eu-west-1,success,SUST-3225,https://github.com/org/infra/pull/225,2026-04-09 22:20:33.163024
6e6b4203,bed2323a,dce1b705,region_shift+time_shift,eu-west-1,us-west-2,success,SUST-8322,https://github.com/org/infra/pull/322,2026-04-09 22:20:33.163094
76cc6ff4,025e3aec,c16fd3e7,region_shift+time_shift,us-east-1,us-west-2,success,SUST-3374,https://github.com/org/infra/pull/374,2026-04-09 22:20:33.163162
e400969b,233aefc2,4e78918f,region_shift+time_shift,us-east-1,us-west-2,success,SUST-5039,https://github.com/org/infra/pull/39,2026-04-09 22:20:33.163236
bbb330b8,3f0eec9f,ade7d55f,region_shift+time_shift,us-east-1,us-west-2,success,SUST-9317,https://github.com/org/infra/pull/317,2026-04-09 22:20:33.163309
d405af3b,0399f331,c3150886,region_shift+time_shift,us-east-1,us-west-2,success,SUST-8078,https://github.com/org/infra/pull/78,2026-04-09 22:20:33.163382
11424c15,132e1125,46466233,region_shift+time_shift,us-east-1,us-west-2,success,SUST-7787,https://github.com/org/infra/pull/787,2026-04-09 22:20:33.163451
698d5ed1,69e618ab,6081bb32,region_shift+time_shift,us-east-1,us-west-2,success,SUST-1379,https://github.com/org/infra/pull/379,2026-04-09 22:20:33.163519
bf87104b,a8e87c0e,6c44f179,region_shift,eu-west-1,us-west-2,success,SUST-8350,https://github.com/org/infra/pull/350,2026-04-09 22:20:33.163584
9dddc47d,6a87eacd,35feb7d4,time_shift,eu-west-1,eu-west-1,success,SUST-5197,https://github.com/org/infra/pull/197,2026-04-09 22:20:33.163651
3cd2ae73,5f66fe44,aff6a3f8,region_shift,us-east-1,us-west-2,success,SUST-5081,https://github.com/org/infra/pull/81,2026-04-09 22:20:33.163718
0e95d8f5,4dccd5ad,19a30347,region_shift+time_shift,us-east-1,us-west-2,success,SUST-2369,https://github.com/org/infra/pull/369,2026-04-09 22:20:33.163796
6da25337,b103a07a,d77006ae,region_shift+time_shift,us-east-1,us-west-2,success,SUST-0679,https://github.com/org/infra/pull/679,2026-04-09 22:20:33.163870
19efba05,111925cc,0a49d41e,region_shift+time_shift,us-east-1,us-west-2,success,SUST-2390,https://github.com/org/infra/pull/390,2026-04-09 22:20:33.163942
33c11f48,564b7f25,82013b41,region_shift+time_shift,us-east-1,us-west-2,success,SUST-2036,https://github.com/org/infra/pull/36,2026-04-09 22:20:33.164014
f8e34606,e18c4ab8,8e566078,region_shift+time_shift,us-east-1,us-west-2,success,SUST-5246,https://github.com/org/infra/pull/246,2026-04-09 22:20:33.164091
6038fd71,32e710f2,1c33705e,region_shift,us-east-1,us-west-2,success,SUST-3450,https://github.com/org/infra/pull/450,2026-04-09 22:20:33.164160
2b0b1f40,6f20a8ae,6ae72d70,region_shift+time_shift,us-east-1,us-west-2,success,SUST-7315,https://github.com/org/infra/pull/315,2026-04-09 22:20:33.164230
353fabca,6dc06359,f79c5997,time_shift,eu-west-1,eu-west-1,success,SUST-1630,https://github.com/org/infra/pull/630,2026-04-09 22:20:33.164298
572eae5b,32875a20,fa236431,region_shift+time_shift,us-east-1,us-west-2,success,SUST-4306,https://github.com/org/infra/pull/306,2026-04-09 22:20:33.164369
b23da466,b58630c3,5eee635b,time_shift,eu-west-1,eu-west-1,success,SUST-6271,https://github.com/org/infra/pull/271,2026-04-09 22:20:33.164444
0e8dbc59,3d65b804,2a17d71c,region_shift,eu-west-1,us-west-2,success,SUST-7851,https://github.com/org/infra/pull/851,2026-04-09 22:20:33.164509
f9fe3bf8,85ff8ee4,52aa8488,region_shift+time_shift,us-east-1,us-west-2,success,SUST-1495,https://github.com/org/infra/pull/495,2026-04-09 22:20:33.164821
e9931a99,42b58899,85b70d63,region_shift+time_shift,eu-west-1,us-west-2,success,SUST-6883,https://github.com/org/infra/pull/883,2026-04-09 22:20:33.166194
5ddbe23e,4c9453ef,b8b22b64,region_shift+time_shift,us-east-1,us-west-2,success,SUST-9525,https://github.com/org/infra/pull/525,2026-04-09 22:20:33.166294
9a4156d8,8e9fddd8,bfa0d87a,region_shift+time_shift,us-east-1,us-west-2,success,SUST-1529,https://github.com/org/infra/pull/529,2026-04-09 22:20:33.166363
849a377b,f4c16fc3,e0b43b59,region_shift+time_shift,us-east-1,us-west-2,success,SUST-8451,https://github.com/org/infra/pull/451,2026-04-09 22:20:33.166423
15ff1725,7fc44937,ef11593c,region_shift+time_shift,us-east-1,us-west-2,success,SUST-9170,https://github.com/org/infra/pull/170,2026-04-09 22:20:33.166479
49075988,bad56596,7b9b4e9c,region_shift+time_shift,eu-west-1,us-west-2,success,SUST-6744,https://github.com/org/infra/pull/744,2026-04-09 22:20:33.166535
2ce27a19,43a654c0,d4eacf00,region_shift+time_shift,us-east-1,us-west-2,success,SUST-9906,https://github.com/org/infra/pull/906,2026-04-09 22:20:33.166591
b05311cc,7824aaf7,82677585,region_shift+time_shift,us-east-1,us-west-2,success,SUST-7060,https://github.com/org/infra/pull/60,2026-04-09 22:20:33.166654
b6e643ba,698d6afe,fba535f2,region_shift+time_shift,us-east-1,us-west-2,success,SUST-8188,https://github.com/org/infra/pull/188,2026-04-09 22:20:33.166712
85344fd2,c21201de,02a69d57,region_shift,eu-west-1,us-west-2,success,SUST-7860,https://github.com/org/infra/pull/860,2026-04-09 22:20:33.166764
d4f16a6d,f6e4968e,568f6c28,region_shift+time_shift,us-east-1,us-west-2,success,SUST-7297,https://github.com/org/infra/pull/297,2026-04-09 22:20:33.166818
25ecc194,0b68aacb,3bd157b9,region_shift+time_shift,us-east-1,us-west-2,success,SUST-6570,https://github.com/org/infra/pull/570,2026-04-09 22:20:33.166879
4c571bbf,379d1504,ea0bbd31,region_shift+time_shift,us-east-1,us-west-2,success,SUST-5361,https://github.com/org/infra/pull/361,2026-04-09 22:20:33.166934
f4bbf74d,30bb4663,7683cd5a,region_shift+time_shift,eu-west-1,us-west-2,success,SUST-7305,https://github.com/org/infra/pull/305,2026-04-09 22:20:33.166989
7a74f80b,01e03d77,53c75fad,region_shift+time_shift,us-east-1,us-west-2,success,SUST-1434,https://github.com/org/infra/pull/434,2026-04-09 22:20:33.167047
d746e2de,e89497fc,3332a82d,time_shift,eu-west-1,eu-west-1,success,SUST-6892,https://github.com/org/infra/pull/892,2026-04-09 22:20:33.167104
a62bfe75,64b22402,9dd0a04d,time_shift,eu-west-1,eu-west-1,success,SUST-2278,https://github.com/org/infra/pull/278,2026-04-09 22:20:33.167160
9960ffe1,34338f17,470ec3e6,time_shift,eu-west-1,eu-west-1,success,SUST-7687,https://github.com/org/infra/pull/687,2026-04-09 22:20:33.167217
91e875be,0d6ac8f2,519219d6,time_shift,us-east-1,us-east-1,success,SUST-6001,https://github.com/org/infra/pull/1,2026-04-09 22:20:33.167271
f1ec239f,5201a57b,9e6d51f5,time_shift,eu-west-1,eu-west-1,success,SUST-1938,https://github.com/org/infra/pull/938,2026-04-09 22:20:33.167335
dcca90c2,835e7730,e66736b0,time_shift,eu-west-1,eu-west-1,success,SUST-4391,https://github.com/org/infra/pull/391,2026-04-09 22:20:33.167390
51ed0870,5e6537a9,66db9ad2,time_shift,eu-west-1,eu-west-1,success,SUST-8980,https://github.com/org/infra/pull/980,2026-04-09 22:20:33.167445
c0a45e65,bee1fef0,f0edc3ec,time_shift,eu-west-1,eu-west-1,success,SUST-6225,https://github.com/org/infra/pull/225,2026-04-09 22:20:33.167499
248cdc5d,0c8d1a28,57481384,time_shift,eu-west-1,eu-west-1,success,SUST-0058,https://github.com/org/infra/pull/58,2026-04-09 22:20:33.167554
61e4b8b8,71c015fd,ea8ca9cd,time_shift,eu-west-1,eu-west-1,success,SUST-9510,https://github.com/org/infra/pull/510,2026-04-09 22:20:33.167616
1634071d,74622cf2,ab660146,time_shift,eu-west-1,eu-west-1,success,SUST-2763,https://github.com/org/infra/pull/763,2026-04-09 22:20:33.167676
a82bc58c,079a277c,1f65b5d9,time_shift,eu-west-1,eu-west-1,success,SUST-8302,https://github.com/org/infra/pull/302,2026-04-09 22:20:33.167731
d06df9a9,7ceff38c,550fe2b3,time_shift,eu-west-1,eu-west-1,success,SUST-7755,https://github.com/org/infra/pull/755,2026-04-09 22:20:33.167801
1c5db387,2e9ffe0f,714621ea,time_shift,eu-west-1,eu-west-1,success,SUST-8747,https://github.com/org/infra/pull/747,2026-04-09 22:20:33.167855
dc82e710,44641696,55ab796f,time_shift,eu-west-1,eu-west-1,success,SUST-7241,https://github.com/org/infra/pull/241,2026-04-09 22:20:33.167913
5f4c9640,840b8950,3e188812,time_shift,eu-west-1,eu-west-1,success,SUST-6456,https://github.com/org/infra/pull/456,2026-04-09 22:20:33.167973
af5b5321,15e27f63,81fdaedb,time_shift,eu-west-1,eu-west-1,success,SUST-7428,https://github.com/org/infra/pull/428,2026-04-09 22:20:33.168026
bec6f446,7d938e42,ca4fdb53,time_shift,us-east-1,us-east-1,success,SUST-6507,https://github.com/org/infra/pull/507,2026-04-09 22:20:33.168083
021f5118,82cb886e,04071da5,time_shift,eu-west-1,eu-west-1,success,SUST-5481,https://github.com/org/infra/pull/481,2026-04-09 22:20:33.168139
b5bd5900,44480267,ddd9a9d2,time_shift,eu-west-1,eu-west-1,success,SUST-6410,https://github.com/org/infra/pull/410,2026-04-09 22:20:33.168195
5c8b59b3,69c7892e,270e07f8,time_shift,eu-west-1,eu-west-1,success,SUST-7816,https://github.com/org/infra/pull/816,2026-04-09 22:20:33.168251
c56c17fe,50d30fae,1465fba8,time_shift,eu-west-1,eu-west-1,success,SUST-4616,https://github.com/org/infra/pull/616,2026-04-09 22:20:33.168306
44cc5a62,d3fae5c5,48886c6f,time_shift,eu-west-1,eu-west-1,success,SUST-4639,https://github.com/org/infra/pull/639,2026-04-09 22:20:33.168361
a8af3a99,caa84961,6e5782e4,time_shift,eu-west-1,eu-west-1,success,SUST-8118,https://github.com/org/infra/pull/118,2026-04-09 22:20:33.168413
ce9c41a6,a19f3237,25454546,time_shift,eu-west-1,eu-west-1,success,SUST-8386,https://github.com/org/infra/pull/386,2026-04-09 22:20:33.168468
13c6f371,e5e5e963,d018d005,time_shift,us-east-1,us-east-1,success,SUST-7320,https://github.com/org/infra/pull/320,2026-04-09 22:20:33.168521
b7352660,6c5f5f7f,26b339c8,time_shift,eu-west-1,eu-west-1,success,SUST-3178,https://github.com/org/infra/pull/178,2026-04-09 22:20:33.168580
f038922a,9707e1e0,bbb2a93f,time_shift,us-east-1,us-east-1,success,SUST-2256,https://github.com/org/infra/pull/256,2026-04-09 22:20:33.168635
87da1f82,86297b8c,711a5cbe,time_shift,eu-west-1,eu-west-1,success,SUST-6600,https://github.com/org/infra/pull/600,2026-04-09 22:20:33.168697
ff2a6fb5,988dc6b3,eba70129,time_shift,eu-west-1,eu-west-1,success,SUST-6949,https://github.com/org/infra/pull/949,2026-04-09 22:20:33.168753
7c88be03,aa2c91fc,8551684a,time_shift,eu-west-1,eu-west-1,success,SUST-7117,https://github.com/org/infra/pull/117,2026-04-09 22:20:33.168809
ffb24a55,da460c6d,03311f7d,time_shift,us-east-1,us-east-1,success,SUST-2895,https://github.com/org/infra/pull/895,2026-04-09 22:20:33.168862
4b5fbb9c,7f5c2529,fefbbb75,time_shift,eu-west-1,eu-west-1,success,SUST-6908,https://github.com/org/infra/pull/908,2026-04-09 22:20:33.168921
b867110d,ded6e5b3,b5134701,time_shift,eu-west-1,eu-west-1,success,SUST-1430,https://github.com/org/infra/pull/430,2026-04-09 22:20:33.168974
f5adbfbb,ed5d32cc,e2d268c8,time_shift,eu-west-1,eu-west-1,success,SUST-8554,https://github.com/org/infra/pull/554,2026-04-09 22:20:33.169030
9d05132c,3ef0b18d,530262e0,time_shift,eu-west-1,eu-west-1,success,SUST-8525,https://github.com/org/infra/pull/525,2026-04-09 22:20:33.169083
74365fce,e4dc2d59,b932146d,time_shift,eu-west-1,eu-west-1,success,SUST-5338,https://github.com/org/infra/pull/338,2026-04-09 22:20:33.169138
c64ae77a,34e879ac,34f11b7c,time_shift,eu-west-1,eu-west-1,success,SUST-5611,https://github.com/org/infra/pull/611,2026-04-09 22:20:33.169194
926f21ab,b91e6cc4,ce365c33,time_shift,us-east-1,us-east-1,success,SUST-0025,https://github.com/org/infra/pull/25,2026-04-09 22:20:33.169248
234b9b24,61be874a,72966f0d,time_shift,eu-west-1,eu-west-1,success,SUST-6882,https://github.com/org/infra/pull/882,2026-04-09 22:20:33.169301
e519f122,3cf09af2,04b2b9ee,time_shift,eu-west-1,eu-west-1,success,SUST-5526,https://github.com/org/infra/pull/526,2026-04-09 22:20:33.169353
b935b097,54c19b28,60d7dba3,time_shift,eu-west-1,eu-west-1,success,SUST-2255,https://github.com/org/infra/pull/255,2026-04-09 22:20:33.169410
f30a3d34,881a11b6,4cb49c78,time_shift,eu-west-1,eu-west-1,success,SUST-4329,https://github.com/org/infra/pull/329,2026-04-09 22:20:33.169467
ea608ce6,d0d170d9,02157b56,time_shift,us-east-1,us-east-1,success,SUST-6436,https://github.com/org/infra/pull/436,2026-04-09 22:20:33.169523
89b80add,dd48406d,f65e7749,time_shift,eu-west-1,eu-west-1,success,SUST-6819,https://github.com/org/infra/pull/819,2026-04-09 22:20:33.169577
af6b54cc,fedba43f,1606c0f6,time_shift,eu-west-1,eu-west-1,success,SUST-0753,https://github.com/org/infra/pull/753,2026-04-09 22:20:33.169629
3be6eea7,044a212f,90049006,time_shift,eu-west-1,eu-west-1,success,SUST-2882,https://github.com/org/infra/pull/882,2026-04-09 22:20:33.169688
936399a5,cd69d809,29c5be43,time_shift,eu-west-1,eu-west-1,success,SUST-3827,https://github.com/org/infra/pull/827,2026-04-09 22:20:33.169741
f3108b57,f9eaed4c,f0ed712a,time_shift,eu-west-1,eu-west-1,success,SUST-3026,https://github.com/org/infra/pull/26,2026-04-09 22:20:33.169797
ea0d6df4,f4135ba1,9f0f1d37,time_shift,eu-west-1,eu-west-1,success,SUST-5307,https://github.com/org/infra/pull/307,2026-04-09 22:20:33.169850
d556c42c,c6b464c8,f0bf9b9b,time_shift,eu-west-1,eu-west-1,success,SUST-1594,https://github.com/org/infra/pull/594,2026-04-09 22:20:33.169904
abd015e6,cb0a0384,3790728e,time_shift,eu-west-1,eu-west-1,success,SUST-9597,https://github.com/org/infra/pull/597,2026-04-09 22:20:33.169960
32a91b3f,33bc7cb9,b73e870c,time_shift,eu-west-1,eu-west-1,success,SUST-0963,https://github.com/org/infra/pull/963,2026-04-09 22:20:33.170017
343fe7cf,acd80fb0,152718fd,time_shift,eu-west-1,eu-west-1,success,SUST-5743,https://github.com/org/infra/pull/743,2026-04-09 22:20:33.170073
547dc6b3,5b384619,59f2f89f,region_shift,us-east-1,us-west-2,success,SUST-7397,https://github.com/org/infra/pull/397,2026-04-09 22:20:33.170126
6c6cfa09,4e76e963,1139f59f,time_shift,eu-west-1,eu-west-1,success,SUST-6775,https://github.com/org/infra/pull/775,2026-04-09 22:20:33.170180
c7e5fc15,7500a1de,6e1e3276,region_shift+time_shift,eu-west-1,us-west-2,success,SUST-9421,https://github.com/org/infra/pull/421,2026-04-09 22:20:33.170233
