job_id,name,team_id,service_name,region,vcpus,gpu_count,duration_hours,category,started_at,ended_at,workload_type,cost_usd,kgco2e,kgco2e_lower,kgco2e_upper
9adbeda3,ci_cd-000-3015,mobile,ci_cd,us-east-1,4,0,0.03,urgent,2025-01-01 14:14:00,2025-01-01 14:15:48.000000,ci_cd,0.0048,0.000189,0.000152,0.000227
fa59cc56,ci_cd-000-9085,devops,ci_cd,us-east-1,2,0,0.395,balanced,2025-01-01 22:21:00,2025-01-01 22:44:41.583281,ci_cd,0.0316,0.001771,0.001417,0.002126
6a47946c,ci_cd-000-4493,backend-api,ci_cd,us-east-1,2,0,0.149,balanced,2025-01-01 19:47:00,2025-01-01 19:55:56.922139,ci_cd,0.0119,0.000506,0.000405,0.000607
00124b42,ci_cd-000-3059,mobile,ci_cd,us-east-1,2,0,0.03,balanced,2025-01-01 08:43:00,2025-01-01 08:44:48.000000,ci_cd,0.0024,0.000122,9.8e-05,0.000147
492af197,ci_cd-000-4320,mobile,ci_cd,us-east-1,4,0,0.164,urgent,2025-01-01 19:39:00,2025-01-01 19:48:50.747961,ci_cd,0.0262,0.001114,0.000892,0.001337
184870cb,ci_cd-000-0416,ml-team,ci_cd,us-west-2,4,0,0.254,urgent,2025-01-01 14:47:00,2025-01-01 15:02:12.710372,ci_cd,0.0406,0.000472,0.000378,0.000567
a18a72ce,ci_cd-000-1705,eu-frontend,ci_cd,eu-west-1,4,0,0.03,balanced,2025-01-01 17:47:00,2025-01-01 17:48:48.000000,ci_cd,0.0055,0.000265,0.000212,0.000318
e8e69543,ci_cd-000-9585,data-eng,ci_cd,us-west-2,4,0,0.326,balanced,2025-01-01 01:09:00,2025-01-01 01:28:32.588347,ci_cd,0.0522,0.000806,0.000645,0.000968
0d4f9aec,ci_cd-000-9378,mobile,ci_cd,us-east-1,4,0,0.24,balanced,2025-01-01 15:26:00,2025-01-01 15:40:24.564190,ci_cd,0.0384,0.001291,0.001033,0.00155
80e8d8bd,ci_cd-000-4389,platform,ci_cd,us-east-1,8,0,0.224,urgent,2025-01-01 16:50:00,2025-01-01 17:03:24.806226,ci_cd,0.0717,0.0028,0.00224,0.003361
bf1f0fa8,ci_cd-000-1085,devops,ci_cd,us-east-1,2,0,0.242,balanced,2025-01-01 16:18:00,2025-01-01 16:32:31.570854,ci_cd,0.0194,0.000756,0.000605,0.000908
38a52c05,ci_cd-000-1077,eu-frontend,ci_cd,eu-west-1,2,0,0.055,balanced,2025-01-01 19:19:00,2025-01-01 19:22:18.836948,ci_cd,0.0051,0.000251,0.000201,0.000301
fadc2e8f,ci_cd-000-8297,eu-backend,ci_cd,eu-west-1,4,0,0.34,urgent,2025-01-01 14:18:00,2025-01-01 14:38:23.049427,ci_cd,0.0626,0.003169,0.002536,0.003803
b386ce48,ci_cd-000-2559,analytics,ci_cd,us-west-2,2,0,0.132,balanced,2025-01-01 16:54:00,2025-01-01 17:01:54.308921,ci_cd,0.0106,0.000123,9.8e-05,0.000148
5b5040da,ci_cd-000-8916,devops,ci_cd,us-east-1,8,0,0.182,balanced,2025-01-01 23:09:00,2025-01-01 23:19:55.935304,ci_cd,0.0582,0.003089,0.002471,0.003707
e6200718,ci_cd-000-7720,mobile,ci_cd,us-east-1,4,0,0.264,balanced,2025-01-01 13:01:00,2025-01-01 13:16:51.528477,ci_cd,0.0422,0.001829,0.001463,0.002195
125dae65,ci_cd-000-9368,frontend,ci_cd,us-east-1,2,0,0.459,urgent,2025-01-01 11:00:00,2025-01-01 11:27:30.779489,ci_cd,0.0367,0.001685,0.001348,0.002022
1e6244b2,ci_cd-000-5993,eu-frontend,ci_cd,eu-west-1,2,0,0.066,balanced,2025-01-01 07:22:00,2025-01-01 07:25:56.847410,ci_cd,0.0061,0.000203,0.000162,0.000244
78fa2d8a,ci_cd-000-5007,platform,ci_cd,us-east-1,2,0,0.411,urgent,2025-01-01 22:29:00,2025-01-01 22:53:40.040205,ci_cd,0.0329,0.001843,0.001475,0.002212
ae6fc186,ci_cd-000-1218,ml-team,ci_cd,us-west-2,4,0,0.03,urgent,2025-01-01 18:58:00,2025-01-01 18:59:48.000000,ci_cd,0.0048,3e-05,2.4e-05,3.6e-05
dddaeb78,ci_cd-000-7154,devops,ci_cd,us-east-1,2,0,0.127,balanced,2025-01-01 20:01:00,2025-01-01 20:08:38.548506,ci_cd,0.0102,0.000453,0.000362,0.000543
19eaa95c,ci_cd-000-6628,analytics,ci_cd,us-west-2,2,0,0.096,urgent,2025-01-01 15:30:00,2025-01-01 15:35:44.190990,ci_cd,0.0077,8.3e-05,6.6e-05,0.0001
85e91e24,ci_cd-000-6339,platform,ci_cd,us-east-1,2,0,0.234,sustainable,2025-01-01 16:08:00,2025-01-01 16:22:03.243298,ci_cd,0.0187,0.000731,0.000585,0.000878
53c56544,ci_cd-000-9330,eu-backend,ci_cd,eu-west-1,4,0,0.111,urgent,2025-01-01 17:10:00,2025-01-01 17:16:41.018212,ci_cd,0.0204,0.00098,0.000784,0.001177
29903c1b,ci_cd-000-8294,eu-backend,ci_cd,eu-west-1,2,0,0.176,balanced,2025-01-01 04:17:00,2025-01-01 04:27:32.160403,ci_cd,0.0162,0.0004,0.00032,0.00048
63493669,ci_cd-000-6031,data-eng,ci_cd,us-west-2,4,0,0.369,balanced,2025-01-01 21:45:00,2025-01-01 22:07:06.884795,ci_cd,0.059,0.000763,0.00061,0.000916
c91769a7,ci_cd-000-4538,frontend,ci_cd,us-east-1,2,0,0.035,balanced,2025-01-01 21:16:00,2025-01-01 21:18:07.735788,ci_cd,0.0028,0.000127,0.000102,0.000152
5f93f6db,ci_cd-000-0665,mobile,ci_cd,us-east-1,2,0,0.459,balanced,2025-01-01 04:52:00,2025-01-01 05:19:33.496728,ci_cd,0.0367,0.001864,0.001491,0.002236
63d28bad,ci_cd-000-9209,frontend,ci_cd,us-east-1,2,0,0.18,urgent,2025-01-01 06:54:00,2025-01-01 07:04:47.735599,ci_cd,0.0144,0.000813,0.000651,0.000976
1409b67b,ci_cd-000-0553,frontend,ci_cd,us-east-1,2,0,0.271,balanced,2025-01-01 00:42:00,2025-01-01 00:58:14.630802,ci_cd,0.0217,0.00124,0.000992,0.001488
b8bd40fa,ci_cd-000-3179,ml-team,ci_cd,us-west-2,8,0,0.092,urgent,2025-01-01 14:49:00,2025-01-01 14:54:30.358662,ci_cd,0.0294,0.000342,0.000274,0.00041
3b6f16a7,ci_cd-000-2367,frontend,ci_cd,us-east-1,4,0,0.258,urgent,2025-01-01 07:53:00,2025-01-01 08:08:28.357138,ci_cd,0.0413,0.002162,0.001729,0.002594
f4100cb1,ci_cd-000-5237,platform,ci_cd,us-east-1,8,0,0.239,sustainable,2025-01-01 14:55:00,2025-01-01 15:09:21.884582,ci_cd,0.0765,0.003019,0.002416,0.003623
0bb26f42,ci_cd-000-8435,eu-frontend,ci_cd,eu-west-1,8,0,0.129,balanced,2025-01-01 04:50:00,2025-01-01 04:57:45.376604,ci_cd,0.0475,0.001172,0.000938,0.001407
7ee9429e,ci_cd-000-7789,platform,ci_cd,us-east-1,4,0,0.223,balanced,2025-01-01 18:36:00,2025-01-01 18:49:22.383757,ci_cd,0.0357,0.00157,0.001256,0.001885
7d4da3c4,ci_cd-000-3850,mobile,ci_cd,us-east-1,2,0,0.144,balanced,2025-01-01 15:47:00,2025-01-01 15:55:39.166126,ci_cd,0.0115,0.000387,0.00031,0.000465
6ef0c1aa,ci_cd-000-2325,backend-api,ci_cd,us-east-1,4,0,0.151,balanced,2025-01-01 14:36:00,2025-01-01 14:45:02.596380,ci_cd,0.0242,0.000954,0.000763,0.001144
778a3149,ci_cd-000-2968,analytics,ci_cd,us-west-2,8,0,0.46,balanced,2025-01-01 18:14:00,2025-01-01 18:41:35.448267,ci_cd,0.1472,0.000931,0.000745,0.001119
53b18c79,ci_cd-000-8485,mobile,ci_cd,us-east-1,8,0,0.156,balanced,2025-01-01 16:57:00,2025-01-01 17:06:19.851685,ci_cd,0.0499,0.00195,0.00156,0.002341
3fe885ae,ci_cd-000-7348,frontend,ci_cd,us-east-1,4,0,0.171,balanced,2025-01-01 12:10:00,2025-01-01 12:20:17.048429,ci_cd,0.0274,0.001113,0.00089,0.001335
63eb9863,ci_cd-000-7257,platform,ci_cd,us-east-1,8,0,0.19,sustainable,2025-01-01 04:37:00,2025-01-01 04:48:23.845287,ci_cd,0.0608,0.003086,0.002469,0.003703
dd054352,ci_cd-000-5936,eu-backend,ci_cd,eu-west-1,4,0,0.048,urgent,2025-01-01 20:24:00,2025-01-01 20:26:52.592622,ci_cd,0.0088,0.000459,0.000368,0.000551
223230dd,ci_cd-000-0950,mobile,ci_cd,us-east-1,2,0,0.373,balanced,2025-01-01 17:03:00,2025-01-01 17:25:23.868499,ci_cd,0.0298,0.001035,0.000828,0.001242
7fdb82bd,ci_cd-000-5226,eu-backend,ci_cd,eu-west-1,4,0,0.442,balanced,2025-01-01 15:40:00,2025-01-01 16:06:32.753228,ci_cd,0.0813,0.003552,0.002842,0.004263
d6345b88,ci_cd-000-1197,platform,ci_cd,us-east-1,2,0,0.255,balanced,2025-01-01 22:50:00,2025-01-01 23:05:18.912571,ci_cd,0.0204,0.001144,0.000915,0.001372
25228f58,ci_cd-000-6712,backend-api,ci_cd,us-east-1,8,0,0.235,urgent,2025-01-01 20:12:00,2025-01-01 20:26:06.576482,ci_cd,0.0752,0.003351,0.002681,0.004021
9a0e7a2d,ci_cd-000-3144,frontend,ci_cd,us-east-1,2,0,0.35,balanced,2025-01-01 14:31:00,2025-01-01 14:51:59.905093,ci_cd,0.028,0.001105,0.000884,0.001326
ba789fc1,ci_cd-000-7296,ml-team,ci_cd,us-west-2,8,0,0.23,balanced,2025-01-01 14:07:00,2025-01-01 14:20:49.245344,ci_cd,0.0736,0.000855,0.000684,0.001026
990dba0e,ci_cd-000-9866,devops,ci_cd,us-east-1,8,0,0.283,balanced,2025-01-01 14:39:00,2025-01-01 14:55:59.222911,ci_cd,0.0906,0.003575,0.00286,0.00429
2cf19dd6,ci_cd-000-1219,mobile,ci_cd,us-east-1,4,0,0.216,balanced,2025-01-01 18:07:00,2025-01-01 18:19:58.255440,ci_cd,0.0346,0.001521,0.001217,0.001826
b56981e9,ci_cd-000-2953,data-eng,ci_cd,us-west-2,4,0,0.266,sustainable,2025-01-01 20:25:00,2025-01-01 20:40:57.403767,ci_cd,0.0426,0.000515,0.000412,0.000619
e072ec16,ci_cd-000-1105,analytics,ci_cd,us-west-2,8,0,0.129,balanced,2025-01-01 20:32:00,2025-01-01 20:39:45.240942,ci_cd,0.0413,0.000499,0.0004,0.0006
2e683da3,ci_cd-000-9991,mobile,ci_cd,us-east-1,4,0,0.314,balanced,2025-01-01 04:39:00,2025-01-01 04:57:50.471866,ci_cd,0.0502,0.00255,0.00204,0.00306
f44907d4,ci_cd-000-2408,platform,ci_cd,us-east-1,4,0,0.323,sustainable,2025-01-01 01:14:00,2025-01-01 01:33:23.085377,ci_cd,0.0517,0.00276,0.002208,0.003312
f5e87680,ci_cd-000-0361,platform,ci_cd,us-east-1,2,0,0.03,balanced,2025-01-01 18:54:00,2025-01-01 18:55:48.000000,ci_cd,0.0024,0.000106,8.5e-05,0.000127
f5c01506,ci_cd-000-8494,platform,ci_cd,us-east-1,8,0,0.157,balanced,2025-01-01 10:17:00,2025-01-01 10:26:26.162604,ci_cd,0.0502,0.002459,0.001967,0.002951
ddf1cc33,ci_cd-000-8379,platform,ci_cd,us-east-1,2,0,0.403,balanced,2025-01-01 18:49:00,2025-01-01 19:13:10.936380,ci_cd,0.0322,0.001419,0.001135,0.001703
72755f9e,ci_cd-000-1552,devops,ci_cd,us-east-1,2,0,0.146,balanced,2025-01-01 21:26:00,2025-01-01 21:34:46.670988,ci_cd,0.0117,0.00053,0.000424,0.000636
d01d74f2,ci_cd-000-6115,platform,ci_cd,us-east-1,4,0,0.271,balanced,2025-01-01 23:44:00,2025-01-02 00:00:16.336428,ci_cd,0.0434,0.0023,0.00184,0.00276
818ee874,ci_cd-000-1731,platform,ci_cd,us-east-1,2,0,0.04,balanced,2025-01-01 19:24:00,2025-01-01 19:26:22.333698,ci_cd,0.0032,0.000136,0.000109,0.000163
1edd0d5b,ci_cd-000-6364,mobile,ci_cd,us-east-1,2,0,0.398,balanced,2025-01-01 20:15:00,2025-01-01 20:38:53.157294,ci_cd,0.0318,0.001419,0.001135,0.001703
4889ea77,ci_cd-000-6997,mobile,ci_cd,us-east-1,8,0,0.258,balanced,2025-01-01 17:32:00,2025-01-01 17:47:27.023641,ci_cd,0.0826,0.002864,0.002291,0.003437
4d338188,ci_cd-000-4741,platform,ci_cd,us-east-1,2,0,0.224,balanced,2025-01-01 14:54:00,2025-01-01 15:07:26.502920,ci_cd,0.0179,0.000707,0.000566,0.000849
0b6023e1,ci_cd-000-6109,mobile,ci_cd,us-east-1,4,0,0.075,urgent,2025-01-01 14:47:00,2025-01-01 14:51:29.980845,ci_cd,0.012,0.000474,0.000379,0.000568
e44470dc,ci_cd-000-3170,platform,ci_cd,us-east-1,4,0,0.491,urgent,2025-01-01 17:36:00,2025-01-01 18:05:26.104828,ci_cd,0.0786,0.002725,0.00218,0.003271
01f937b5,ci_cd-000-5657,devops,ci_cd,us-east-1,4,0,0.228,balanced,2025-01-01 17:21:00,2025-01-01 17:34:40.075851,ci_cd,0.0365,0.001266,0.001012,0.001519
655d108d,ci_cd-000-5491,data-eng,ci_cd,us-west-2,4,0,0.59,balanced,2025-01-01 20:20:00,2025-01-01 20:55:22.743812,ci_cd,0.0944,0.001142,0.000914,0.001372
90fb09ec,ci_cd-000-8864,eu-frontend,ci_cd,eu-west-1,4,0,0.174,balanced,2025-01-01 19:33:00,2025-01-01 19:43:27.979906,ci_cd,0.032,0.001588,0.00127,0.001906
144be467,ci_cd-000-8373,ml-team,ci_cd,us-west-2,2,0,0.3,balanced,2025-01-01 13:31:00,2025-01-01 13:48:59.416028,ci_cd,0.024,0.000272,0.000217,0.000326
3701f35b,ci_cd-000-2806,backend-api,ci_cd,us-east-1,2,0,0.34,balanced,2025-01-01 02:04:00,2025-01-01 02:24:25.195448,ci_cd,0.0272,0.001683,0.001347,0.00202
169cc5b3,ci_cd-000-8271,eu-frontend,ci_cd,eu-west-1,4,0,0.334,balanced,2025-01-01 00:26:00,2025-01-01 00:46:03.399890,ci_cd,0.0615,0.001963,0.00157,0.002355
45ebb32c,ci_cd-000-3649,analytics,ci_cd,us-west-2,8,0,0.265,balanced,2025-01-01 05:30:00,2025-01-01 05:45:54.837507,ci_cd,0.0848,0.001534,0.001228,0.001841
f0f8738f,ci_cd-000-7054,backend-api,ci_cd,us-east-1,4,0,0.187,urgent,2025-01-01 18:08:00,2025-01-01 18:19:13.505648,ci_cd,0.0299,0.001317,0.001054,0.001581
4a9063dc,ci_cd-000-1637,frontend,ci_cd,us-east-1,8,0,0.444,balanced,2025-01-01 16:28:00,2025-01-01 16:54:39.625952,ci_cd,0.1421,0.00555,0.004441,0.006662
e89ea8df,ci_cd-000-9903,platform,ci_cd,us-east-1,4,0,0.134,urgent,2025-01-01 20:48:00,2025-01-01 20:56:01.030716,ci_cd,0.0214,0.000955,0.000764,0.001146
48d80930,ci_cd-000-4337,data-eng,ci_cd,us-west-2,2,0,0.059,sustainable,2025-01-01 19:02:00,2025-01-01 19:05:31.794068,ci_cd,0.0047,2.4e-05,1.9e-05,2.9e-05
a2a5dc2c,ci_cd-000-2328,backend-api,ci_cd,us-east-1,4,0,0.372,balanced,2025-01-01 01:37:00,2025-01-01 01:59:19.818837,ci_cd,0.0595,0.003179,0.002543,0.003815
5d8b0c76,ci_cd-000-2436,eu-backend,ci_cd,eu-west-1,4,0,0.173,balanced,2025-01-01 03:16:00,2025-01-01 03:26:23.217622,ci_cd,0.0318,0.001148,0.000918,0.001377
cb62863d,ci_cd-000-0581,backend-api,ci_cd,us-east-1,4,0,0.299,balanced,2025-01-01 19:36:00,2025-01-01 19:53:57.839624,ci_cd,0.0478,0.002031,0.001625,0.002438
7635749d,ci_cd-000-7686,eu-frontend,ci_cd,eu-west-1,4,0,0.154,balanced,2025-01-01 15:31:00,2025-01-01 15:40:14.175062,ci_cd,0.0283,0.001238,0.00099,0.001485
8b609a17,ci_cd-000-3405,ml-team,ci_cd,us-west-2,4,0,0.067,balanced,2025-01-01 21:23:00,2025-01-01 21:27:00.049451,ci_cd,0.0107,0.000139,0.000111,0.000166
b9ef37fa,ci_cd-000-6308,frontend,ci_cd,us-east-1,4,0,0.311,urgent,2025-01-01 22:37:00,2025-01-01 22:55:39.282843,ci_cd,0.0498,0.002789,0.002232,0.003348
1d7624c0,ci_cd-000-4482,backend-api,ci_cd,us-east-1,4,0,0.19,urgent,2025-01-01 22:41:00,2025-01-01 22:52:23.290662,ci_cd,0.0304,0.001704,0.001364,0.002045
72ac660f,ci_cd-000-6337,analytics,ci_cd,us-west-2,4,0,0.387,balanced,2025-01-01 18:31:00,2025-01-01 18:54:13.892992,ci_cd,0.0619,0.000392,0.000313,0.000471
d7092639,ci_cd-000-7206,analytics,ci_cd,us-west-2,4,0,0.039,urgent,2025-01-01 21:30:00,2025-01-01 21:32:21.048168,ci_cd,0.0062,8.1e-05,6.5e-05,9.7e-05
56188177,ci_cd-000-4400,ml-team,ci_cd,us-west-2,4,0,0.442,sustainable,2025-01-01 19:48:00,2025-01-01 20:14:30.002720,ci_cd,0.0707,0.000363,0.000291,0.000436
a851d24d,ci_cd-000-7337,devops,ci_cd,us-east-1,4,0,0.03,urgent,2025-01-01 12:49:00,2025-01-01 12:50:48.000000,ci_cd,0.0048,0.000195,0.000156,0.000234
c896f71f,ci_cd-000-4896,analytics,ci_cd,us-west-2,4,0,0.03,balanced,2025-01-01 20:57:00,2025-01-01 20:58:48.000000,ci_cd,0.0048,5.8e-05,4.6e-05,7e-05
dc91c3ce,ci_cd-000-0848,ml-team,ci_cd,us-west-2,8,0,0.281,balanced,2025-01-01 20:38:00,2025-01-01 20:54:52.211070,ci_cd,0.0899,0.001088,0.00087,0.001307
eaf6d49a,ci_cd-000-3727,platform,ci_cd,us-east-1,2,0,0.235,balanced,2025-01-01 01:03:00,2025-01-01 01:17:07.049100,ci_cd,0.0188,0.001004,0.000803,0.001205
3d6a9e9e,ci_cd-000-8654,devops,ci_cd,us-east-1,8,0,0.236,urgent,2025-01-01 20:00:00,2025-01-01 20:14:10.488042,ci_cd,0.0755,0.003365,0.002693,0.004038
59724cda,ci_cd-000-8581,platform,ci_cd,us-east-1,4,0,0.107,urgent,2025-01-01 17:14:00,2025-01-01 17:20:25.380396,ci_cd,0.0171,0.000594,0.000475,0.000713
2c4fd523,ci_cd-000-8956,devops,ci_cd,us-east-1,2,0,0.03,balanced,2025-01-01 14:41:00,2025-01-01 14:42:48.000000,ci_cd,0.0024,9.5e-05,7.6e-05,0.000114
8ff0d0ef,ci_cd-000-2989,mobile,ci_cd,us-east-1,4,0,0.157,balanced,2025-01-01 21:54:00,2025-01-01 22:03:25.439607,ci_cd,0.0251,0.001139,0.000912,0.001367
a599beff,ci_cd-000-0848,backend-api,ci_cd,us-east-1,4,0,0.305,sustainable,2025-01-01 08:40:00,2025-01-01 08:58:17.566235,ci_cd,0.0488,0.002486,0.001989,0.002984
fd6f7c96,ci_cd-000-4079,platform,ci_cd,us-east-1,4,0,0.03,balanced,2025-01-01 13:46:00,2025-01-01 13:47:48.000000,ci_cd,0.0048,0.000208,0.000166,0.000249
6bfa3b82,ci_cd-000-4969,platform,ci_cd,us-east-1,4,0,0.034,urgent,2025-01-01 22:13:00,2025-01-01 22:15:03.980023,ci_cd,0.0054,0.000305,0.000244,0.000366
0741345c,ci_cd-000-4532,mobile,ci_cd,us-east-1,4,0,0.151,sustainable,2025-01-01 00:18:00,2025-01-01 00:27:05.152480,ci_cd,0.0242,0.001382,0.001106,0.001659
8da629eb,ci_cd-000-5408,backend-api,ci_cd,us-east-1,8,0,0.03,balanced,2025-01-01 19:30:00,2025-01-01 19:31:48.000000,ci_cd,0.0096,0.000408,0.000326,0.000489
0ae60246,ci_cd-000-5295,devops,ci_cd,us-east-1,4,0,0.241,urgent,2025-01-01 21:18:00,2025-01-01 21:32:27.079668,ci_cd,0.0386,0.001749,0.001399,0.002099
e66ada9c,ci_cd-000-3224,frontend,ci_cd,us-east-1,8,0,0.258,balanced,2025-01-01 10:17:00,2025-01-01 10:32:27.955684,ci_cd,0.0826,0.004041,0.003233,0.00485
9bc6abeb,ci_cd-000-7838,data-eng,ci_cd,us-west-2,4,0,0.388,balanced,2025-01-01 20:35:00,2025-01-01 20:58:15.931505,ci_cd,0.0621,0.000751,0.000601,0.000902
5c1dda80,ci_cd-000-9025,eu-backend,ci_cd,eu-west-1,2,0,0.319,urgent,2025-01-01 20:40:00,2025-01-01 20:59:07.032929,ci_cd,0.0293,0.001527,0.001221,0.001832
f22cacbf,ci_cd-000-9553,ml-team,ci_cd,us-west-2,4,0,0.343,sustainable,2025-01-01 18:19:00,2025-01-01 18:39:34.108973,ci_cd,0.0549,0.000347,0.000278,0.000417
25af534d,ci_cd-000-0410,frontend,ci_cd,us-east-1,2,0,0.063,balanced,2025-01-01 04:17:00,2025-01-01 04:20:45.815697,ci_cd,0.005,0.000256,0.000205,0.000307
f88cc6e3,ci_cd-000-0509,platform,ci_cd,us-east-1,4,0,0.357,balanced,2025-01-01 13:02:00,2025-01-01 13:23:26.553756,ci_cd,0.0571,0.002473,0.001978,0.002968
5879c382,ci_cd-000-3020,data-eng,ci_cd,us-west-2,4,0,0.198,urgent,2025-01-01 09:58:00,2025-01-01 10:09:52.630732,ci_cd,0.0317,0.000382,0.000306,0.000458
a84c54c4,ci_cd-000-0012,ml-team,ci_cd,us-west-2,4,0,0.03,balanced,2025-01-01 21:09:00,2025-01-01 21:10:48.000000,ci_cd,0.0048,6.2e-05,5e-05,7.4e-05
2b16d3f7,ci_cd-000-8412,frontend,ci_cd,us-east-1,4,0,0.03,balanced,2025-01-01 20:28:00,2025-01-01 20:29:48.000000,ci_cd,0.0048,0.000214,0.000171,0.000257
886233c5,ci_cd-000-2282,backend-api,ci_cd,us-east-1,8,0,0.03,balanced,2025-01-01 18:20:00,2025-01-01 18:21:48.000000,ci_cd,0.0096,0.000423,0.000338,0.000507
663b5f72,ci_cd-000-1504,platform,ci_cd,us-east-1,2,0,0.242,urgent,2025-01-01 19:11:00,2025-01-01 19:25:30.197612,ci_cd,0.0194,0.000822,0.000658,0.000987
33aa44b3,ci_cd-000-0312,platform,ci_cd,us-east-1,4,0,0.35,balanced,2025-01-01 08:48:00,2025-01-01 09:09:00.942515,ci_cd,0.056,0.002853,0.002282,0.003424
087e7db9,ci_cd-000-8494,platform,ci_cd,us-east-1,8,0,0.47,urgent,2025-01-01 17:41:00,2025-01-01 18:09:10.701042,ci_cd,0.1504,0.005218,0.004173,0.006262
da977833,ci_cd-000-8554,frontend,ci_cd,us-east-1,8,0,0.048,balanced,2025-01-01 20:59:00,2025-01-01 21:01:51.863331,ci_cd,0.0154,0.000684,0.000548,0.000821
6ca9874e,ci_cd-000-3615,eu-backend,ci_cd,eu-west-1,4,0,0.296,balanced,2025-01-01 23:04:00,2025-01-01 23:21:45.398261,ci_cd,0.0545,0.002274,0.001819,0.002729
2ee84460,ci_cd-000-4140,backend-api,ci_cd,us-east-1,2,0,0.251,balanced,2025-01-01 09:30:00,2025-01-01 09:45:04.027360,ci_cd,0.0201,0.000897,0.000717,0.001076
68473a22,ci_cd-000-1654,devops,ci_cd,us-east-1,4,0,0.459,balanced,2025-01-01 00:42:00,2025-01-01 01:09:33.657484,ci_cd,0.0734,0.004202,0.003361,0.005042
90e3263c,ci_cd-000-5938,platform,ci_cd,us-east-1,2,0,0.036,urgent,2025-01-01 21:08:00,2025-01-01 21:10:09.525460,ci_cd,0.0029,0.000131,0.000105,0.000157
6dd5991e,ci_cd-000-9917,platform,ci_cd,us-east-1,2,0,0.47,balanced,2025-01-01 16:07:00,2025-01-01 16:35:10.683030,ci_cd,0.0376,0.001469,0.001175,0.001763
e607d01d,ci_cd-000-8973,eu-frontend,ci_cd,eu-west-1,4,0,0.038,urgent,2025-01-01 05:34:00,2025-01-01 05:36:15.489313,ci_cd,0.007,0.000182,0.000146,0.000219
38d1dbb7,ci_cd-000-5945,backend-api,ci_cd,us-east-1,4,0,0.03,urgent,2025-01-01 02:26:00,2025-01-01 02:27:48.000000,ci_cd,0.0048,0.000297,0.000238,0.000357
