job_id,name,team_id,service_name,region,vcpus,gpu_count,duration_hours,category,started_at,ended_at,workload_type,cost_usd,kgco2e,kgco2e_lower,kgco2e_upper
23471a67,ci_cd-000-1705,eu-frontend,ci_cd,eu-west-1,4,0,0.03,balanced,2025-01-01 17:47:00,2025-01-01 17:48:48.000000,ci_cd,0.0055,0.000265,0.000212,0.000318
4bce7afa,ci_cd-000-9585,data-eng,ci_cd,us-west-2,4,0,0.326,balanced,2025-01-01 01:09:00,2025-01-01 01:28:32.588347,ci_cd,0.0522,0.000108,9.7e-05,0.000118
1c719f99,ci_cd-000-9378,mobile,ci_cd,us-east-1,4,0,0.24,balanced,2025-01-01 15:26:00,2025-01-01 15:40:24.564190,ci_cd,0.0384,0.001512,0.001361,0.001663
705c2b9a,ci_cd-000-4389,platform,ci_cd,us-east-1,8,0,0.224,urgent,2025-01-01 16:50:00,2025-01-01 17:03:24.806226,ci_cd,0.0717,0.002846,0.002562,0.00313
f1abe7da,ci_cd-000-1085,devops,ci_cd,us-east-1,2,0,0.242,balanced,2025-01-01 16:18:00,2025-01-01 16:32:31.570854,ci_cd,0.0194,0.000769,0.000692,0.000845
1f88ebbc,ci_cd-000-1077,eu-frontend,ci_cd,eu-west-1,2,0,0.055,balanced,2025-01-01 19:19:00,2025-01-01 19:22:18.836948,ci_cd,0.0051,0.000251,0.000201,0.000301
9e3cdb99,ci_cd-000-8297,eu-backend,ci_cd,eu-west-1,4,0,0.34,urgent,2025-01-01 14:18:00,2025-01-01 14:38:23.049427,ci_cd,0.0626,0.003169,0.002536,0.003803
2585faf0,ci_cd-000-2559,analytics,ci_cd,us-west-2,2,0,0.132,balanced,2025-01-01 16:54:00,2025-01-01 17:01:54.308921,ci_cd,0.0106,6e-05,5.4e-05,6.6e-05
37b83348,ci_cd-000-8916,devops,ci_cd,us-east-1,8,0,0.182,balanced,2025-01-01 23:09:00,2025-01-01 23:19:55.935304,ci_cd,0.0582,0.002616,0.002354,0.002877
29259100,ci_cd-000-7720,mobile,ci_cd,us-east-1,4,0,0.264,balanced,2025-01-01 13:01:00,2025-01-01 13:16:51.528477,ci_cd,0.0422,0.001741,0.001566,0.001915
4eaca963,ci_cd-000-9368,frontend,ci_cd,us-east-1,2,0,0.459,urgent,2025-01-01 11:00:00,2025-01-01 11:27:30.779489,ci_cd,0.0367,0.001517,0.001366,0.001669
3e7ca2cf,ci_cd-000-5993,eu-frontend,ci_cd,eu-west-1,2,0,0.066,balanced,2025-01-01 07:22:00,2025-01-01 07:25:56.847410,ci_cd,0.0061,0.000203,0.000162,0.000244
16418c00,ci_cd-000-5007,platform,ci_cd,us-east-1,2,0,0.411,urgent,2025-01-01 22:29:00,2025-01-01 22:53:40.040205,ci_cd,0.0329,0.001426,0.001283,0.001568
1cbf4cc6,ci_cd-000-1218,ml-team,ci_cd,us-west-2,4,0,0.03,urgent,2025-01-01 18:58:00,2025-01-01 18:59:48.000000,ci_cd,0.0048,2.8e-05,2.5e-05,3.1e-05
3b8c31b4,ci_cd-000-7154,devops,ci_cd,us-east-1,2,0,0.127,balanced,2025-01-01 20:01:00,2025-01-01 20:08:38.548506,ci_cd,0.0102,0.000409,0.000368,0.00045
95d241fe,ci_cd-000-6628,analytics,ci_cd,us-west-2,2,0,0.096,urgent,2025-01-01 15:30:00,2025-01-01 15:35:44.190990,ci_cd,0.0077,3.9e-05,3.5e-05,4.3e-05
21fe80db,ci_cd-000-6339,platform,ci_cd,us-east-1,2,0,0.234,sustainable,2025-01-01 16:08:00,2025-01-01 16:22:03.243298,ci_cd,0.0187,0.000743,0.000669,0.000818
c27c828e,ci_cd-000-9330,eu-backend,ci_cd,eu-west-1,4,0,0.111,urgent,2025-01-01 17:10:00,2025-01-01 17:16:41.018212,ci_cd,0.0204,0.00098,0.000784,0.001177
edb69301,ci_cd-000-8294,eu-backend,ci_cd,eu-west-1,2,0,0.176,balanced,2025-01-01 04:17:00,2025-01-01 04:27:32.160403,ci_cd,0.0162,0.0004,0.00032,0.00048
6e25eba1,ci_cd-000-6031,data-eng,ci_cd,us-west-2,4,0,0.369,balanced,2025-01-01 21:45:00,2025-01-01 22:07:06.884795,ci_cd,0.059,0.000342,0.000308,0.000377
a41a8f7c,ci_cd-000-4538,frontend,ci_cd,us-east-1,2,0,0.035,balanced,2025-01-01 21:16:00,2025-01-01 21:18:07.735788,ci_cd,0.0028,0.000117,0.000106,0.000129
9a32fd35,ci_cd-000-0665,mobile,ci_cd,us-east-1,2,0,0.459,balanced,2025-01-01 04:52:00,2025-01-01 05:19:33.496728,ci_cd,0.0367,0.001521,0.001369,0.001673
c7ef3147,ci_cd-000-9209,frontend,ci_cd,us-east-1,2,0,0.18,urgent,2025-01-01 06:54:00,2025-01-01 07:04:47.735599,ci_cd,0.0144,0.000601,0.000541,0.000661
62a355e8,ci_cd-000-0553,frontend,ci_cd,us-east-1,2,0,0.271,balanced,2025-01-01 00:42:00,2025-01-01 00:58:14.630802,ci_cd,0.0217,0.000903,0.000813,0.000993
dbc3a482,ci_cd-000-3179,ml-team,ci_cd,us-west-2,8,0,0.092,urgent,2025-01-01 14:49:00,2025-01-01 14:54:30.358662,ci_cd,0.0294,0.000138,0.000125,0.000152
df93f702,ci_cd-000-2367,frontend,ci_cd,us-east-1,4,0,0.258,urgent,2025-01-01 07:53:00,2025-01-01 08:08:28.357138,ci_cd,0.0413,0.001712,0.001541,0.001883
99b87cad,ci_cd-000-5237,platform,ci_cd,us-east-1,8,0,0.239,sustainable,2025-01-01 14:55:00,2025-01-01 15:09:21.884582,ci_cd,0.0765,0.003018,0.002716,0.00332
8bd6380d,ci_cd-000-8435,eu-frontend,ci_cd,eu-west-1,8,0,0.129,balanced,2025-01-01 04:50:00,2025-01-01 04:57:45.376604,ci_cd,0.0475,0.001172,0.000938,0.001407
3ff6ec5d,ci_cd-000-7789,platform,ci_cd,us-east-1,4,0,0.223,balanced,2025-01-01 18:36:00,2025-01-01 18:49:22.383757,ci_cd,0.0357,0.001438,0.001294,0.001582
15e6297d,ci_cd-000-3850,mobile,ci_cd,us-east-1,2,0,0.144,balanced,2025-01-01 15:47:00,2025-01-01 15:55:39.166126,ci_cd,0.0115,0.000454,0.000408,0.000499
37e9e86a,ci_cd-000-2325,backend-api,ci_cd,us-east-1,4,0,0.151,balanced,2025-01-01 14:36:00,2025-01-01 14:45:02.596380,ci_cd,0.0242,0.000953,0.000858,0.001049
641da50a,ci_cd-000-2968,analytics,ci_cd,us-west-2,8,0,0.46,balanced,2025-01-01 18:14:00,2025-01-01 18:41:35.448267,ci_cd,0.1472,0.000864,0.000777,0.000949
8b576c23,ci_cd-000-8485,mobile,ci_cd,us-east-1,8,0,0.156,balanced,2025-01-01 16:57:00,2025-01-01 17:06:19.851685,ci_cd,0.0499,0.001982,0.001784,0.00218
53f9ad5b,ci_cd-000-7348,frontend,ci_cd,us-east-1,4,0,0.171,balanced,2025-01-01 12:10:00,2025-01-01 12:20:17.048429,ci_cd,0.0274,0.001146,0.001031,0.00126
da41f9db,ci_cd-000-7257,platform,ci_cd,us-east-1,8,0,0.19,sustainable,2025-01-01 04:37:00,2025-01-01 04:48:23.845287,ci_cd,0.0608,0.002518,0.002266,0.00277
75f4f824,ci_cd-000-5936,eu-backend,ci_cd,eu-west-1,4,0,0.048,urgent,2025-01-01 20:24:00,2025-01-01 20:26:52.592622,ci_cd,0.0088,0.000459,0.000368,0.000551
de03f6c1,ci_cd-000-0950,mobile,ci_cd,us-east-1,2,0,0.373,balanced,2025-01-01 17:03:00,2025-01-01 17:25:23.868499,ci_cd,0.0298,0.00121,0.001089,0.001331
1d4fe7d5,ci_cd-000-5226,eu-backend,ci_cd,eu-west-1,4,0,0.442,balanced,2025-01-01 15:40:00,2025-01-01 16:06:32.753228,ci_cd,0.0813,0.003552,0.002842,0.004263
f6aebac9,ci_cd-000-1197,platform,ci_cd,us-east-1,2,0,0.255,balanced,2025-01-01 22:50:00,2025-01-01 23:05:18.912571,ci_cd,0.0204,0.000885,0.000796,0.000973
78e54d51,ci_cd-000-6712,backend-api,ci_cd,us-east-1,8,0,0.235,urgent,2025-01-01 20:12:00,2025-01-01 20:26:06.576482,ci_cd,0.0752,0.003027,0.002724,0.003329
25dfe2a2,ci_cd-000-3144,frontend,ci_cd,us-east-1,2,0,0.35,balanced,2025-01-01 14:31:00,2025-01-01 14:51:59.905093,ci_cd,0.028,0.001105,0.000994,0.001215
6c3e5179,ci_cd-000-7296,ml-team,ci_cd,us-west-2,8,0,0.23,balanced,2025-01-01 14:07:00,2025-01-01 14:20:49.245344,ci_cd,0.0736,0.000346,0.000312,0.000381
8f32fc10,ci_cd-000-9866,devops,ci_cd,us-east-1,8,0,0.283,balanced,2025-01-01 14:39:00,2025-01-01 14:55:59.222911,ci_cd,0.0906,0.003574,0.003216,0.003931
ad41a901,ci_cd-000-1219,mobile,ci_cd,us-east-1,4,0,0.216,balanced,2025-01-01 18:07:00,2025-01-01 18:19:58.255440,ci_cd,0.0346,0.001393,0.001254,0.001532
069dcf32,ci_cd-000-2953,data-eng,ci_cd,us-west-2,4,0,0.266,sustainable,2025-01-01 20:25:00,2025-01-01 20:40:57.403767,ci_cd,0.0426,0.00025,0.000225,0.000276
2ae277ff,ci_cd-000-1105,analytics,ci_cd,us-west-2,8,0,0.129,balanced,2025-01-01 20:32:00,2025-01-01 20:39:45.240942,ci_cd,0.0413,0.000243,0.000219,0.000267
cb1485e8,ci_cd-000-9991,mobile,ci_cd,us-east-1,4,0,0.314,balanced,2025-01-01 04:39:00,2025-01-01 04:57:50.471866,ci_cd,0.0502,0.002081,0.001873,0.002289
add5036f,ci_cd-000-2408,platform,ci_cd,us-east-1,4,0,0.323,sustainable,2025-01-01 01:14:00,2025-01-01 01:33:23.085377,ci_cd,0.0517,0.002151,0.001936,0.002366
037a2049,ci_cd-000-0361,platform,ci_cd,us-east-1,2,0,0.03,balanced,2025-01-01 18:54:00,2025-01-01 18:55:48.000000,ci_cd,0.0024,9.7e-05,8.7e-05,0.000106
d1b56b8f,ci_cd-000-8494,platform,ci_cd,us-east-1,8,0,0.157,balanced,2025-01-01 10:17:00,2025-01-01 10:26:26.162604,ci_cd,0.0502,0.002098,0.001888,0.002307
de166399,ci_cd-000-8379,platform,ci_cd,us-east-1,2,0,0.403,balanced,2025-01-01 18:49:00,2025-01-01 19:13:10.936380,ci_cd,0.0322,0.001299,0.001169,0.001429
ab0d40ab,ci_cd-000-1552,devops,ci_cd,us-east-1,2,0,0.146,balanced,2025-01-01 21:26:00,2025-01-01 21:34:46.670988,ci_cd,0.0117,0.00049,0.000441,0.000539
bb9c17f9,ci_cd-000-6115,platform,ci_cd,us-east-1,4,0,0.271,balanced,2025-01-01 23:44:00,2025-01-02 00:00:16.336428,ci_cd,0.0434,0.001948,0.001753,0.002142
8e16f9e3,ci_cd-000-1731,platform,ci_cd,us-east-1,2,0,0.04,balanced,2025-01-01 19:24:00,2025-01-01 19:26:22.333698,ci_cd,0.0032,0.000128,0.000115,0.000141
40abdb9f,ci_cd-000-6364,mobile,ci_cd,us-east-1,2,0,0.398,balanced,2025-01-01 20:15:00,2025-01-01 20:38:53.157294,ci_cd,0.0318,0.001281,0.001153,0.00141
40635dc6,ci_cd-000-6997,mobile,ci_cd,us-east-1,8,0,0.258,balanced,2025-01-01 17:32:00,2025-01-01 17:47:27.023641,ci_cd,0.0826,0.003349,0.003014,0.003684
10b3919f,ci_cd-000-4741,platform,ci_cd,us-east-1,2,0,0.224,balanced,2025-01-01 14:54:00,2025-01-01 15:07:26.502920,ci_cd,0.0179,0.000707,0.000636,0.000778
7d9506df,ci_cd-000-6109,mobile,ci_cd,us-east-1,4,0,0.075,urgent,2025-01-01 14:47:00,2025-01-01 14:51:29.980845,ci_cd,0.012,0.000474,0.000426,0.000521
bcd10fc2,ci_cd-000-3170,platform,ci_cd,us-east-1,4,0,0.491,urgent,2025-01-01 17:36:00,2025-01-01 18:05:26.104828,ci_cd,0.0786,0.003187,0.002868,0.003505
8fe9bf3e,ci_cd-000-5657,devops,ci_cd,us-east-1,4,0,0.228,balanced,2025-01-01 17:21:00,2025-01-01 17:34:40.075851,ci_cd,0.0365,0.00148,0.001332,0.001628
d82974fe,ci_cd-000-5491,data-eng,ci_cd,us-west-2,4,0,0.59,balanced,2025-01-01 20:20:00,2025-01-01 20:55:22.743812,ci_cd,0.0944,0.000556,0.0005,0.000611
1851cc22,ci_cd-000-8864,eu-frontend,ci_cd,eu-west-1,4,0,0.174,balanced,2025-01-01 19:33:00,2025-01-01 19:43:27.979906,ci_cd,0.032,0.001588,0.00127,0.001906
f1b73a4a,ci_cd-000-8373,ml-team,ci_cd,us-west-2,2,0,0.3,balanced,2025-01-01 13:31:00,2025-01-01 13:48:59.416028,ci_cd,0.024,8.7e-05,7.8e-05,9.6e-05
a3a72f26,ci_cd-000-2806,backend-api,ci_cd,us-east-1,2,0,0.34,balanced,2025-01-01 02:04:00,2025-01-01 02:24:25.195448,ci_cd,0.0272,0.00114,0.001026,0.001253
4a441540,ci_cd-000-8271,eu-frontend,ci_cd,eu-west-1,4,0,0.334,balanced,2025-01-01 00:26:00,2025-01-01 00:46:03.399890,ci_cd,0.0615,0.001963,0.00157,0.002355
5aa786da,ci_cd-000-3649,analytics,ci_cd,us-west-2,8,0,0.265,balanced,2025-01-01 05:30:00,2025-01-01 05:45:54.837507,ci_cd,0.0848,0.000174,0.000156,0.00019
58aa681d,ci_cd-000-7054,backend-api,ci_cd,us-east-1,4,0,0.187,urgent,2025-01-01 18:08:00,2025-01-01 18:19:13.505648,ci_cd,0.0299,0.001206,0.001085,0.001326
7965fd4e,ci_cd-000-1637,frontend,ci_cd,us-east-1,8,0,0.444,balanced,2025-01-01 16:28:00,2025-01-01 16:54:39.625952,ci_cd,0.1421,0.005642,0.005077,0.006205
e7d8f8fe,ci_cd-000-9903,platform,ci_cd,us-east-1,4,0,0.134,urgent,2025-01-01 20:48:00,2025-01-01 20:56:01.030716,ci_cd,0.0214,0.000863,0.000777,0.000949
99ffb73b,ci_cd-000-4337,data-eng,ci_cd,us-west-2,2,0,0.059,sustainable,2025-01-01 19:02:00,2025-01-01 19:05:31.794068,ci_cd,0.0047,2.8e-05,2.5e-05,3e-05
834b6802,ci_cd-000-2328,backend-api,ci_cd,us-east-1,4,0,0.372,balanced,2025-01-01 01:37:00,2025-01-01 01:59:19.818837,ci_cd,0.0595,0.002477,0.002229,0.002725
e8cfbef3,ci_cd-000-2436,eu-backend,ci_cd,eu-west-1,4,0,0.173,balanced,2025-01-01 03:16:00,2025-01-01 03:26:23.217622,ci_cd,0.0318,0.001148,0.000918,0.001377
cb5f6ada,ci_cd-000-0581,backend-api,ci_cd,us-east-1,4,0,0.299,balanced,2025-01-01 19:36:00,2025-01-01 19:53:57.839624,ci_cd,0.0478,0.001913,0.001721,0.002104
2ddebd4d,ci_cd-000-7686,eu-frontend,ci_cd,eu-west-1,4,0,0.154,balanced,2025-01-01 15:31:00,2025-01-01 15:40:14.175062,ci_cd,0.0283,0.001238,0.00099,0.001485
66c789d5,ci_cd-000-3405,ml-team,ci_cd,us-west-2,4,0,0.067,balanced,2025-01-01 21:23:00,2025-01-01 21:27:00.049451,ci_cd,0.0107,6.2e-05,5.6e-05,6.8e-05
e18cca8f,ci_cd-000-6308,frontend,ci_cd,us-east-1,4,0,0.311,urgent,2025-01-01 22:37:00,2025-01-01 22:55:39.282843,ci_cd,0.0498,0.002158,0.001942,0.002373
f872646a,ci_cd-000-4482,backend-api,ci_cd,us-east-1,4,0,0.19,urgent,2025-01-01 22:41:00,2025-01-01 22:52:23.290662,ci_cd,0.0304,0.001318,0.001186,0.00145
26b39b1e,ci_cd-000-6337,analytics,ci_cd,us-west-2,4,0,0.387,balanced,2025-01-01 18:31:00,2025-01-01 18:54:13.892992,ci_cd,0.0619,0.000364,0.000327,0.000399
f730ec67,ci_cd-000-7206,analytics,ci_cd,us-west-2,4,0,0.039,urgent,2025-01-01 21:30:00,2025-01-01 21:32:21.048168,ci_cd,0.0062,3.6e-05,3.3e-05,4e-05
6d376b0b,ci_cd-000-4400,ml-team,ci_cd,us-west-2,4,0,0.442,sustainable,2025-01-01 19:48:00,2025-01-01 20:14:30.002720,ci_cd,0.0707,0.000412,0.000371,0.000454
35d0d498,ci_cd-000-7337,devops,ci_cd,us-east-1,4,0,0.03,urgent,2025-01-01 12:49:00,2025-01-01 12:50:48.000000,ci_cd,0.0048,0.000201,0.000181,0.000221
6617f099,ci_cd-000-4896,analytics,ci_cd,us-west-2,4,0,0.03,balanced,2025-01-01 20:57:00,2025-01-01 20:58:48.000000,ci_cd,0.0048,2.8e-05,2.5e-05,3.1e-05
227953d5,ci_cd-000-0848,ml-team,ci_cd,us-west-2,8,0,0.281,balanced,2025-01-01 20:38:00,2025-01-01 20:54:52.211070,ci_cd,0.0899,0.000529,0.000476,0.000582
1e24f5db,ci_cd-000-3727,platform,ci_cd,us-east-1,2,0,0.235,balanced,2025-01-01 01:03:00,2025-01-01 01:17:07.049100,ci_cd,0.0188,0.000782,0.000704,0.000861
bbaaad5b,ci_cd-000-8654,devops,ci_cd,us-east-1,8,0,0.236,urgent,2025-01-01 20:00:00,2025-01-01 20:14:10.488042,ci_cd,0.0755,0.003039,0.002735,0.003344
1aa87044,ci_cd-000-8581,platform,ci_cd,us-east-1,4,0,0.107,urgent,2025-01-01 17:14:00,2025-01-01 17:20:25.380396,ci_cd,0.0171,0.000694,0.000625,0.000764
866058ae,ci_cd-000-8956,devops,ci_cd,us-east-1,2,0,0.03,balanced,2025-01-01 14:41:00,2025-01-01 14:42:48.000000,ci_cd,0.0024,9.5e-05,8.5e-05,0.000104
861b4cda,ci_cd-000-2989,mobile,ci_cd,us-east-1,4,0,0.157,balanced,2025-01-01 21:54:00,2025-01-01 22:03:25.439607,ci_cd,0.0251,0.001053,0.000948,0.001159
314a7729,ci_cd-000-0848,backend-api,ci_cd,us-east-1,4,0,0.305,sustainable,2025-01-01 08:40:00,2025-01-01 08:58:17.566235,ci_cd,0.0488,0.002028,0.001826,0.002231
812e73e7,ci_cd-000-4079,platform,ci_cd,us-east-1,4,0,0.03,balanced,2025-01-01 13:46:00,2025-01-01 13:47:48.000000,ci_cd,0.0048,0.000198,0.000178,0.000218
2520f464,ci_cd-000-4969,platform,ci_cd,us-east-1,4,0,0.034,urgent,2025-01-01 22:13:00,2025-01-01 22:15:03.980023,ci_cd,0.0054,0.000236,0.000212,0.000259
2e6f76c7,ci_cd-000-4532,mobile,ci_cd,us-east-1,4,0,0.151,sustainable,2025-01-01 00:18:00,2025-01-01 00:27:05.152480,ci_cd,0.0242,0.001006,0.000906,0.001107
42d3c0cd,ci_cd-000-5408,backend-api,ci_cd,us-east-1,8,0,0.03,balanced,2025-01-01 19:30:00,2025-01-01 19:31:48.000000,ci_cd,0.0096,0.000384,0.000345,0.000422
c86c27b4,ci_cd-000-5295,devops,ci_cd,us-east-1,4,0,0.241,urgent,2025-01-01 21:18:00,2025-01-01 21:32:27.079668,ci_cd,0.0386,0.001617,0.001455,0.001779
01973a94,ci_cd-000-3224,frontend,ci_cd,us-east-1,8,0,0.258,balanced,2025-01-01 10:17:00,2025-01-01 10:32:27.955684,ci_cd,0.0826,0.003448,0.003103,0.003792
2b6cea7b,ci_cd-000-7838,data-eng,ci_cd,us-west-2,4,0,0.388,balanced,2025-01-01 20:35:00,2025-01-01 20:58:15.931505,ci_cd,0.0621,0.000365,0.000329,0.000402
19580b75,ci_cd-000-9025,eu-backend,ci_cd,eu-west-1,2,0,0.319,urgent,2025-01-01 20:40:00,2025-01-01 20:59:07.032929,ci_cd,0.0293,0.001527,0.001221,0.001832
6afe2d8f,ci_cd-000-9553,ml-team,ci_cd,us-west-2,4,0,0.343,sustainable,2025-01-01 18:19:00,2025-01-01 18:39:34.108973,ci_cd,0.0549,0.000322,0.00029,0.000354
6782edd3,ci_cd-000-0410,frontend,ci_cd,us-east-1,2,0,0.063,balanced,2025-01-01 04:17:00,2025-01-01 04:20:45.815697,ci_cd,0.005,0.000209,0.000188,0.00023
9143a060,ci_cd-000-0509,platform,ci_cd,us-east-1,4,0,0.357,balanced,2025-01-01 13:02:00,2025-01-01 13:23:26.553756,ci_cd,0.0571,0.002354,0.002118,0.002589
42ef8af4,ci_cd-000-3020,data-eng,ci_cd,us-west-2,4,0,0.198,urgent,2025-01-01 09:58:00,2025-01-01 10:09:52.630732,ci_cd,0.0317,7.9e-05,7.1e-05,8.7e-05
4500b29f,ci_cd-000-0012,ml-team,ci_cd,us-west-2,4,0,0.03,balanced,2025-01-01 21:09:00,2025-01-01 21:10:48.000000,ci_cd,0.0048,2.8e-05,2.5e-05,3.1e-05
310deff8,ci_cd-000-8412,frontend,ci_cd,us-east-1,4,0,0.03,balanced,2025-01-01 20:28:00,2025-01-01 20:29:48.000000,ci_cd,0.0048,0.000193,0.000174,0.000213
396b42f2,ci_cd-000-2282,backend-api,ci_cd,us-east-1,8,0,0.03,balanced,2025-01-01 18:20:00,2025-01-01 18:21:48.000000,ci_cd,0.0096,0.000387,0.000348,0.000426
c960c6eb,ci_cd-000-1504,platform,ci_cd,us-east-1,2,0,0.242,urgent,2025-01-01 19:11:00,2025-01-01 19:25:30.197612,ci_cd,0.0194,0.000774,0.000697,0.000852
0693caf5,ci_cd-000-0312,platform,ci_cd,us-east-1,4,0,0.35,balanced,2025-01-01 08:48:00,2025-01-01 09:09:00.942515,ci_cd,0.056,0.002328,0.002095,0.00256
412fccf0,ci_cd-000-8494,platform,ci_cd,us-east-1,8,0,0.47,urgent,2025-01-01 17:41:00,2025-01-01 18:09:10.701042,ci_cd,0.1504,0.006101,0.005491,0.006711
bc8ee8f3,ci_cd-000-8554,frontend,ci_cd,us-east-1,8,0,0.048,balanced,2025-01-01 20:59:00,2025-01-01 21:01:51.863331,ci_cd,0.0154,0.000618,0.000556,0.00068
3deda0c9,ci_cd-000-3615,eu-backend,ci_cd,eu-west-1,4,0,0.296,balanced,2025-01-01 23:04:00,2025-01-01 23:21:45.398261,ci_cd,0.0545,0.002274,0.001819,0.002729
ad13d130,ci_cd-000-4140,backend-api,ci_cd,us-east-1,2,0,0.251,balanced,2025-01-01 09:30:00,2025-01-01 09:45:04.027360,ci_cd,0.0201,0.000837,0.000754,0.000921
b3e5faaa,ci_cd-000-1654,devops,ci_cd,us-east-1,4,0,0.459,balanced,2025-01-01 00:42:00,2025-01-01 01:09:33.657484,ci_cd,0.0734,0.003059,0.002753,0.003365
5b7d8a69,ci_cd-000-5938,platform,ci_cd,us-east-1,2,0,0.036,urgent,2025-01-01 21:08:00,2025-01-01 21:10:09.525460,ci_cd,0.0029,0.000121,0.000109,0.000133
8509215e,ci_cd-000-9917,platform,ci_cd,us-east-1,2,0,0.47,balanced,2025-01-01 16:07:00,2025-01-01 16:35:10.683030,ci_cd,0.0376,0.001493,0.001344,0.001642
510dd1f1,ci_cd-000-8973,eu-frontend,ci_cd,eu-west-1,4,0,0.038,urgent,2025-01-01 05:34:00,2025-01-01 05:36:15.489313,ci_cd,0.007,0.000182,0.000146,0.000219
1863e790,ci_cd-000-5945,backend-api,ci_cd,us-east-1,4,0,0.03,urgent,2025-01-01 02:26:00,2025-01-01 02:27:48.000000,ci_cd,0.0048,0.000201,0.000181,0.000221
